origin_index,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,prep_Geography_0,prep_Geography_1,prep_Gender_0,prep_Gender_1,prep_Age,prep_Balance,prep_CreditScore,prep_EstimatedSalary,prep_HasCrCard,prep_IsActiveMember,prep_NumOfProducts,prep_Tenure,TCR-prob_0,TCR-prob_1,TCR-pred_Exited,Exited,result_key
1051,9505,15591724,Liu,560,France,Female,44,5,143244.97,1,1,0,98661.27,1,0,0,1,44.0,143244.97,560.0,98661.27,1.0,0.0,1.0,5.0,0.4909716184539922,0.5090283815460078,1,0,20241204-151534
1052,358,15661629,Ricci,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,0,1,1,0,34.0,126436.29,522.0,174248.52,1.0,0.0,1.0,9.0,0.9120825893769265,0.08791741062307344,0,1,20241204-151534
1053,581,15692671,Dobson,701,Spain,Male,36,8,0.0,2,1,0,169161.46,0,1,1,0,36.0,0.0,701.0,169161.46,1.0,0.0,2.0,8.0,0.9804079000411646,0.019592099958835374,0,0,20241204-151534
1054,2905,15598044,Debellis,715,France,Female,35,3,0.0,1,1,1,152012.36,1,0,0,1,35.0,0.0,715.0,152012.36,1.0,1.0,1.0,3.0,0.8717764185895941,0.12822358141040588,0,0,20241204-151534
1055,3024,15697020,Hs?eh,618,France,Male,39,2,91068.56,1,1,0,26578.69,1,0,1,0,39.0,91068.56,618.0,26578.69,1.0,0.0,1.0,2.0,0.8482032088787297,0.15179679112127029,0,0,20241204-151534
1056,7088,15615832,Teague,675,Spain,Female,35,8,155621.08,1,0,1,35177.31,0,1,0,1,35.0,155621.08,675.0,35177.31,0.0,1.0,1.0,8.0,0.9460856744339917,0.05391432556600833,0,0,20241204-151534
1057,7491,15703177,Bell,654,France,Female,35,2,90865.8,1,1,1,86764.46,1,0,0,1,35.0,90865.8,654.0,86764.46,1.0,1.0,1.0,2.0,0.9259849329468299,0.07401506705317003,0,0,20241204-151534
1058,6845,15601627,Siciliano,587,France,Male,33,8,148163.57,1,0,0,122925.4,1,0,1,0,33.0,148163.57,587.0,122925.4,0.0,0.0,1.0,8.0,0.9089070493167266,0.09109295068327344,0,0,20241204-151534
1059,6029,15673439,Sun,646,Spain,Female,50,5,142644.64,2,1,1,142208.5,0,1,0,1,50.0,142644.64,646.0,142208.5,1.0,1.0,2.0,5.0,0.7277983818956678,0.2722016181043322,0,1,20241204-151534
1060,7219,15767231,Sun,757,France,Male,36,7,144852.06,1,0,0,130861.95,1,0,1,0,36.0,144852.06,757.0,130861.95,0.0,0.0,1.0,7.0,0.8904931517503873,0.10950684824961268,0,0,20241204-151534
1061,9042,15724336,Yates,513,Germany,Female,49,5,171601.27,1,1,0,126223.84,1,1,0,1,49.0,171601.27,513.0,126223.84,1.0,0.0,1.0,5.0,0.3137033802155089,0.6862966197844911,1,0,20241204-151534
1062,9343,15694321,Su,619,France,Female,28,3,0.0,2,1,0,53394.12,1,0,0,1,28.0,0.0,619.0,53394.12,1.0,0.0,2.0,3.0,0.9645584896200683,0.03544151037993167,0,0,20241204-151534
1063,1931,15627262,Soto,536,Germany,Male,23,6,92366.72,2,1,0,120661.71,1,1,1,0,23.0,92366.72,536.0,120661.71,1.0,0.0,2.0,6.0,0.9616615018316341,0.03833849816836582,0,0,20241204-151534
1064,4059,15771966,Akobundu,557,France,Male,39,8,146200.01,1,1,0,177944.64,1,0,1,0,39.0,146200.01,557.0,177944.64,1.0,0.0,1.0,8.0,0.8360571230037759,0.16394287699622415,0,0,20241204-151534
1065,4197,15796910,Tsui,625,Spain,Female,57,7,0.0,1,0,0,84106.17,0,1,0,1,57.0,0.0,625.0,84106.17,0.0,0.0,1.0,7.0,0.043167105374704806,0.9568328946252952,1,1,20241204-151534
1066,6473,15588419,Johnston,651,Germany,Female,34,10,148962.46,1,1,0,66389.43,1,1,0,1,34.0,148962.46,651.0,66389.43,1.0,0.0,1.0,10.0,0.7076953854818799,0.29230461451812,0,1,20241204-151534
1067,4630,15687153,Graham,850,Germany,Male,49,8,98649.55,1,1,0,119174.88,1,1,1,0,49.0,98649.55,850.0,119174.88,1.0,0.0,1.0,8.0,0.3689492356246704,0.6310507643753296,1,1,20241204-151534
1068,9049,15640855,T'ien,729,Germany,Male,40,5,113574.61,2,1,0,103396.08,1,1,1,0,40.0,113574.61,729.0,103396.08,1.0,0.0,2.0,5.0,0.8949883797865473,0.10501162021345264,0,0,20241204-151534
1069,1722,15592116,Jensen,585,France,Female,39,7,0.0,2,1,0,2401.26,1,0,0,1,39.0,0.0,585.0,2401.26,1.0,0.0,2.0,7.0,0.9673487315476034,0.032651268452396603,0,0,20241204-151534
1070,2306,15576945,Clements,582,France,Male,29,0,0.0,1,1,0,142516.35,1,0,1,0,29.0,0.0,582.0,142516.35,1.0,0.0,1.0,0.0,0.9035909362050274,0.09640906379497255,0,0,20241204-151534
1071,7916,15803538,Douglas,695,Spain,Male,56,1,0.0,3,1,0,187734.49,0,1,1,0,56.0,0.0,695.0,187734.49,1.0,0.0,3.0,1.0,0.040732269539657806,0.9592677304603422,1,1,20241204-151534
1072,8822,15619953,Efremov,662,Spain,Female,42,6,105021.28,1,1,0,48242.38,0,1,0,1,42.0,105021.28,662.0,48242.38,1.0,0.0,1.0,6.0,0.6877582871650532,0.31224171283494684,0,0,20241204-151534
1073,9951,15638494,Salinas,625,Germany,Female,39,10,129845.26,1,1,1,96444.88,1,1,0,1,39.0,129845.26,625.0,96444.88,1.0,1.0,1.0,10.0,0.7626156352220881,0.23738436477791186,0,0,20241204-151534
1074,1855,15711455,Kuo,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1,1,0,1,36.0,109044.6,740.0,94554.74,0.0,0.0,1.0,4.0,0.6703437653354476,0.32965623466455235,0,1,20241204-151534
1075,4,15701354,Boni,699,France,Female,39,1,0.0,2,0,0,93826.63,1,0,0,1,39.0,0.0,699.0,93826.63,0.0,0.0,2.0,1.0,0.9582908606502445,0.04170913934975552,0,0,20241204-151534
1076,7936,15587311,Dobbs,582,Spain,Male,33,6,0.0,2,0,1,72970.93,0,1,1,0,33.0,0.0,582.0,72970.93,0.0,1.0,2.0,6.0,0.9825069587114126,0.017493041288587446,0,0,20241204-151534
1077,4814,15723858,Schiavone,517,Spain,Male,39,3,0.0,2,0,1,12465.51,0,1,1,0,39.0,0.0,517.0,12465.51,0.0,1.0,2.0,3.0,0.9658976766317887,0.03410232336821127,0,0,20241204-151534
1078,9147,15691323,Bianchi,672,Germany,Male,40,4,89025.88,2,1,0,188892.19,1,1,1,0,40.0,89025.88,672.0,188892.19,1.0,0.0,2.0,4.0,0.9221149344321067,0.07788506556789329,0,0,20241204-151534
1079,6836,15618391,Doyle,810,France,Male,33,6,0.0,2,1,1,77965.67,1,0,1,0,33.0,0.0,810.0,77965.67,1.0,1.0,2.0,6.0,0.9889049607068328,0.01109503929316721,0,0,20241204-151534
1080,7713,15765048,Watt,545,France,Male,30,3,0.0,2,1,0,170307.43,1,0,1,0,30.0,0.0,545.0,170307.43,1.0,0.0,2.0,3.0,0.9797979364555788,0.020202063544421178,0,0,20241204-151534
1081,1780,15673342,K'ung,703,France,Male,36,2,0.0,2,1,0,108790.95,1,0,1,0,36.0,0.0,703.0,108790.95,1.0,0.0,2.0,2.0,0.981538059569081,0.01846194043091894,0,0,20241204-151534
1082,5566,15636541,Cartwright,683,Germany,Male,35,5,144961.97,1,0,1,26796.73,1,1,1,0,35.0,144961.97,683.0,26796.73,0.0,1.0,1.0,5.0,0.8698366614400431,0.1301633385599569,0,0,20241204-151534
1083,2756,15625522,Walker,700,Spain,Male,31,7,0.0,2,0,1,145151.96,0,1,1,0,31.0,0.0,700.0,145151.96,0.0,1.0,2.0,7.0,0.9887705111661544,0.011229488833845561,0,0,20241204-151534
1084,5799,15797627,Niehaus,732,Spain,Male,54,0,134249.7,1,0,1,13404.4,0,1,1,0,54.0,134249.7,732.0,13404.4,0.0,1.0,1.0,0.0,0.6312701402838982,0.36872985971610184,0,0,20241204-151534
1085,8967,15679963,Moretti,737,Germany,Male,43,8,96353.8,1,0,0,10209.8,1,1,1,0,43.0,96353.8,737.0,10209.8,0.0,0.0,1.0,8.0,0.583004739135814,0.416995260864186,0,0,20241204-151534
1086,2073,15711015,Hammonds,743,France,Male,36,4,0.0,2,1,1,190911.02,1,0,1,0,36.0,0.0,743.0,190911.02,1.0,1.0,2.0,4.0,0.9858645889858261,0.01413541101417398,0,0,20241204-151534
1087,5228,15725767,Milani,701,France,Male,23,3,0.0,2,1,0,38960.59,1,0,1,0,23.0,0.0,701.0,38960.59,1.0,0.0,2.0,3.0,0.9813425646455555,0.018657435354444578,0,0,20241204-151534
1088,9882,15621021,Dwyer,687,Spain,Female,40,1,0.0,2,1,0,8207.36,0,1,0,1,40.0,0.0,687.0,8207.36,1.0,0.0,2.0,1.0,0.9263218814558344,0.07367811854416559,0,0,20241204-151534
1089,9318,15585249,Mironova,741,France,Male,42,6,106036.52,1,1,0,194686.78,1,0,1,0,42.0,106036.52,741.0,194686.78,1.0,0.0,1.0,6.0,0.7136202962290832,0.2863797037709168,0,1,20241204-151534
1090,2841,15714057,Windradyne,528,Spain,Male,40,4,0.0,2,1,0,25399.7,0,1,1,0,40.0,0.0,528.0,25399.7,1.0,0.0,2.0,4.0,0.9575226238002572,0.04247737619974276,0,0,20241204-151534
1091,9696,15658675,Ts'ao,710,Germany,Male,37,6,135795.63,1,0,1,46523.6,1,1,1,0,37.0,135795.63,710.0,46523.6,0.0,1.0,1.0,6.0,0.8310358959269075,0.16896410407309254,0,0,20241204-151534
1092,4149,15758306,T'an,654,France,Male,32,6,0.0,2,1,1,137898.57,1,0,1,0,32.0,0.0,654.0,137898.57,1.0,1.0,2.0,6.0,0.9898459906660527,0.01015400933394725,0,0,20241204-151534
1093,7792,15570299,Martin,584,Germany,Female,31,6,152622.34,1,1,0,99298.8,1,1,0,1,31.0,152622.34,584.0,99298.8,1.0,0.0,1.0,6.0,0.7915218003318373,0.20847819966816275,0,0,20241204-151534
1094,4465,15710375,Gibson,641,France,Male,41,6,0.0,2,1,0,65396.79,1,0,1,0,41.0,0.0,641.0,65396.79,1.0,0.0,2.0,6.0,0.9588470581178427,0.0411529418821573,0,0,20241204-151534
1095,4047,15806403,Hu,650,France,Male,37,9,0.0,2,1,0,17974.08,1,0,1,0,37.0,0.0,650.0,17974.08,1.0,0.0,2.0,9.0,0.9772129691381071,0.02278703086189297,0,0,20241204-151534
1096,5728,15704168,Ting,535,Germany,Male,38,8,127475.24,1,0,0,60775.76,1,1,1,0,38.0,127475.24,535.0,60775.76,0.0,0.0,1.0,8.0,0.6241101229663437,0.37588987703365634,0,1,20241204-151534
1097,971,15805955,L?,638,France,Female,48,10,138333.03,1,1,1,47679.14,1,0,0,1,48.0,138333.03,638.0,47679.14,1.0,1.0,1.0,10.0,0.7305878116258356,0.26941218837416436,0,0,20241204-151534
1098,250,15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,1,1,0,54.0,126418.14,739.0,134420.75,1.0,0.0,1.0,8.0,0.1250637957567664,0.8749362042432336,1,1,20241204-151534
1099,6261,15672826,Chen,666,France,Female,32,10,112536.57,2,1,1,34350.54,1,0,0,1,32.0,112536.57,666.0,34350.54,1.0,1.0,2.0,10.0,0.9533959216008512,0.04660407839914882,0,0,20241204-151534
1100,6479,15573348,Maclean,850,France,Male,35,9,102050.47,1,1,1,3769.71,1,0,1,0,35.0,102050.47,850.0,3769.71,1.0,1.0,1.0,9.0,0.9368452592147916,0.06315474078520841,0,0,20241204-151534
1101,1241,15617934,Septimus,579,France,Male,36,9,129829.59,1,1,1,60906.12,1,0,1,0,36.0,129829.59,579.0,60906.12,1.0,1.0,1.0,9.0,0.9390149652151096,0.06098503478489035,0,0,20241204-151534
1102,4864,15640491,Raff,464,France,Female,33,10,147493.7,2,1,0,100447.53,1,0,0,1,33.0,147493.7,464.0,100447.53,1.0,0.0,2.0,10.0,0.9424175098249289,0.05758249017507115,0,0,20241204-151534
1103,8727,15570289,Benson,697,Germany,Male,43,8,103409.16,1,1,0,66893.28,1,1,1,0,43.0,103409.16,697.0,66893.28,1.0,0.0,1.0,8.0,0.4455659438304924,0.5544340561695076,1,1,20241204-151534
1104,6277,15768471,Wagner,554,Germany,Female,54,6,108755.0,1,1,0,40914.32,1,1,0,1,54.0,108755.0,554.0,40914.32,1.0,0.0,1.0,6.0,0.07136104873209148,0.9286389512679085,1,1,20241204-151534
1105,8985,15726289,Cawood,645,France,Male,25,0,174400.36,1,1,0,42669.37,1,0,1,0,25.0,174400.36,645.0,42669.37,1.0,0.0,1.0,0.0,0.886268577035527,0.11373142296447304,0,0,20241204-151534
1106,1769,15770525,T'an,760,Spain,Male,28,1,141038.57,2,0,0,16287.38,0,1,1,0,28.0,141038.57,760.0,16287.38,0.0,0.0,2.0,1.0,0.9411281930872025,0.05887180691279748,0,0,20241204-151534
1107,3929,15609545,Azubuike,548,France,Male,29,5,83442.98,1,0,1,177017.39,1,0,1,0,29.0,83442.98,548.0,177017.39,0.0,1.0,1.0,5.0,0.9384873024993049,0.06151269750069515,0,0,20241204-151534
1108,4703,15661007,Thompson,660,France,Male,33,0,72783.42,1,0,0,181051.99,1,0,1,0,33.0,72783.42,660.0,181051.99,0.0,0.0,1.0,0.0,0.9351697308357949,0.06483026916420506,0,0,20241204-151534
1109,760,15625944,Buccho,664,France,Male,58,5,98668.18,1,1,1,60887.58,1,0,1,0,58.0,98668.18,664.0,60887.58,1.0,1.0,1.0,5.0,0.791947974234183,0.20805202576581705,0,0,20241204-151534
1110,3180,15685536,Chu,552,France,Female,34,5,0.0,2,1,1,1351.41,1,0,0,1,34.0,0.0,552.0,1351.41,1.0,1.0,2.0,5.0,0.9860783008206486,0.013921699179351389,0,0,20241204-151534
1111,8623,15747772,Cunningham,706,Germany,Male,36,9,58571.18,2,1,0,40774.01,1,1,1,0,36.0,58571.18,706.0,40774.01,1.0,0.0,2.0,9.0,0.952171504560675,0.04782849543932496,0,0,20241204-151534
1112,5219,15781505,Giordano,685,France,Male,20,4,104719.94,2,1,0,38691.34,1,0,1,0,20.0,104719.94,685.0,38691.34,1.0,0.0,2.0,4.0,0.9419727997149584,0.058027200285041616,0,0,20241204-151534
1113,9165,15767488,Berry,680,Spain,Male,36,7,0.0,2,1,0,20109.21,0,1,1,0,36.0,0.0,680.0,20109.21,1.0,0.0,2.0,7.0,0.9710611190397096,0.028938880960290434,0,0,20241204-151534
1114,3454,15737521,Ball,619,Germany,Male,40,9,103604.31,2,0,0,140947.05,1,1,1,0,40.0,103604.31,619.0,140947.05,0.0,0.0,2.0,9.0,0.8865719409284735,0.1134280590715265,0,0,20241204-151534
1115,83,15641732,Mills,543,France,Female,36,3,0.0,2,0,0,26019.59,1,0,0,1,36.0,0.0,543.0,26019.59,0.0,0.0,2.0,3.0,0.9670446348946189,0.032955365105381114,0,0,20241204-151534
1116,7460,15583724,Raymond,645,Spain,Female,29,4,0.0,2,1,1,74346.11,0,1,0,1,29.0,0.0,645.0,74346.11,1.0,1.0,2.0,4.0,0.9803491542088918,0.019650845791108214,0,0,20241204-151534
1117,3154,15750056,Hyde,702,France,Female,29,6,149218.39,1,1,1,9633.01,1,0,0,1,29.0,149218.39,702.0,9633.01,1.0,1.0,1.0,6.0,0.9489258653658218,0.051074134634178155,0,0,20241204-151534
1118,2609,15733768,Hou,600,France,Male,32,1,0.0,1,1,1,101986.16,1,0,1,0,32.0,0.0,600.0,101986.16,1.0,1.0,1.0,1.0,0.9309112017911726,0.06908879820882745,0,0,20241204-151534
1119,4939,15727703,Li Fonti,773,Germany,Male,34,10,126979.75,1,0,0,36823.28,1,1,1,0,34.0,126979.75,773.0,36823.28,0.0,0.0,1.0,10.0,0.7759132593282254,0.22408674067177461,0,0,20241204-151534
1120,7055,15682860,Lo,769,Spain,Male,38,6,0.0,2,0,0,104393.78,0,1,1,0,38.0,0.0,769.0,104393.78,0.0,0.0,2.0,6.0,0.9724082706737298,0.02759172932627014,0,0,20241204-151534
1121,5593,15670343,Li,576,Spain,Male,19,6,0.0,2,0,0,72306.07,0,1,1,0,19.0,0.0,576.0,72306.07,0.0,0.0,2.0,6.0,0.9785480682176978,0.02145193178230221,0,0,20241204-151534
1122,8286,15572631,Ndubuisi,609,France,Male,25,10,0.0,1,0,1,109895.16,1,0,1,0,25.0,0.0,609.0,109895.16,0.0,1.0,1.0,10.0,0.9358993468260326,0.06410065317396746,0,0,20241204-151534
1123,3320,15567114,McGarry,430,France,Male,35,1,118894.22,1,0,0,2923.61,1,0,1,0,35.0,118894.22,430.0,2923.61,0.0,0.0,1.0,1.0,0.9274268494808227,0.07257315051917738,0,0,20241204-151534
1124,8189,15623314,Tucker,506,Germany,Female,59,3,190353.08,1,1,0,78365.75,1,1,0,1,59.0,190353.08,506.0,78365.75,1.0,0.0,1.0,3.0,0.3212533306710921,0.6787466693289079,1,0,20241204-151534
1125,4210,15729201,Harewood,682,France,Male,55,9,0.0,1,1,0,153356.8,1,0,1,0,55.0,0.0,682.0,153356.8,1.0,0.0,1.0,9.0,0.1591657446307475,0.8408342553692525,1,1,20241204-151534
1126,2468,15716518,Yuryeva,617,France,Female,27,4,0.0,2,0,0,190269.21,1,0,0,1,27.0,0.0,617.0,190269.21,0.0,0.0,2.0,4.0,0.970022814742252,0.029977185257747903,0,0,20241204-151534
1127,8908,15710671,Gordon,786,France,Male,34,3,137361.96,1,0,0,183682.09,1,0,1,0,34.0,137361.96,786.0,183682.09,0.0,0.0,1.0,3.0,0.8705784110926724,0.12942158890732758,0,0,20241204-151534
1128,8390,15715345,Sergeyeva,743,Spain,Male,25,6,0.0,2,1,0,129740.11,0,1,1,0,25.0,0.0,743.0,129740.11,1.0,0.0,2.0,6.0,0.9829365202468576,0.017063479753142388,0,0,20241204-151534
1129,9361,15671934,Veale,552,Germany,Male,39,2,132906.88,1,0,1,149384.43,1,1,1,0,39.0,132906.88,552.0,149384.43,0.0,1.0,1.0,2.0,0.7535742338374901,0.24642576616250986,0,0,20241204-151534
1130,4810,15662238,Davis,822,France,Male,37,3,105563.0,1,1,0,182624.93,1,0,1,0,37.0,105563.0,822.0,182624.93,1.0,0.0,1.0,3.0,0.9187750892081227,0.08122491079187737,0,0,20241204-151534
1131,531,15736112,Walton,519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0,1,0,1,57.0,119035.35,519.0,29871.79,1.0,1.0,2.0,2.0,0.7135497225182394,0.28645027748176055,0,0,20241204-151534
1132,5402,15598161,Clements,654,France,Male,47,10,0.0,2,1,0,170481.98,1,0,1,0,47.0,0.0,654.0,170481.98,1.0,0.0,2.0,10.0,0.927132778665255,0.07286722133474495,0,0,20241204-151534
1133,4707,15574352,Clogstoun,850,France,Male,43,4,161256.53,1,1,1,140071.57,1,0,1,0,43.0,161256.53,850.0,140071.57,1.0,1.0,1.0,4.0,0.8988467408636811,0.10115325913631884,0,0,20241204-151534
1134,3096,15680243,Brown,792,France,Male,19,7,143390.51,1,1,0,33282.84,1,0,1,0,19.0,143390.51,792.0,33282.84,1.0,0.0,1.0,7.0,0.8769911006178148,0.12300889938218516,0,0,20241204-151534
1135,742,15716835,Rossi,546,France,Male,24,8,156325.38,1,1,1,125381.02,1,0,1,0,24.0,156325.38,546.0,125381.02,1.0,1.0,1.0,8.0,0.964130992839086,0.03586900716091403,0,0,20241204-151534
1136,1438,15742632,Alexeyeva,670,France,Female,31,9,0.0,1,0,1,76254.83,1,0,0,1,31.0,0.0,670.0,76254.83,0.0,1.0,1.0,9.0,0.8798339631618858,0.1201660368381142,0,0,20241204-151534
1137,3848,15667889,Akobundu,611,France,Female,37,6,0.0,2,1,0,110782.88,1,0,0,1,37.0,0.0,611.0,110782.88,1.0,0.0,2.0,6.0,0.9585396253280108,0.04146037467198914,0,0,20241204-151534
1138,6680,15722813,Byrne,470,Spain,Male,30,4,125385.01,1,1,0,68293.93,0,1,1,0,30.0,125385.01,470.0,68293.93,1.0,0.0,1.0,4.0,0.8843416033575613,0.11565839664243868,0,0,20241204-151534
1139,8578,15569976,Woronoff,754,Germany,Male,65,1,136186.44,1,1,1,121529.59,1,1,1,0,65.0,136186.44,754.0,121529.59,1.0,1.0,1.0,1.0,0.6862362007806542,0.3137637992193459,0,1,20241204-151534
1140,7140,15805212,Black,806,France,Female,67,1,0.0,2,0,1,103945.58,1,0,0,1,67.0,0.0,806.0,103945.58,0.0,1.0,2.0,1.0,0.9743879497117094,0.025612050288290573,0,0,20241204-151534
1141,5936,15778089,Stevenson,544,Spain,Male,37,2,0.0,2,0,0,135067.02,0,1,1,0,37.0,0.0,544.0,135067.02,0.0,0.0,2.0,2.0,0.971858496045313,0.028141503954686956,0,0,20241204-151534
1142,4269,15709941,Feng,753,France,Male,46,8,0.0,3,1,0,90747.94,1,0,1,0,46.0,0.0,753.0,90747.94,1.0,0.0,3.0,8.0,0.18396946290938854,0.8160305370906115,1,1,20241204-151534
1143,8808,15669783,Simpson,586,France,Female,60,3,47020.65,2,0,1,63241.21,1,0,0,1,60.0,47020.65,586.0,63241.21,0.0,1.0,2.0,3.0,0.8218135536459774,0.17818644635402256,0,1,20241204-151534
1144,8324,15723658,Voronina,712,Spain,Female,30,6,0.0,2,1,0,152417.97,0,1,0,1,30.0,0.0,712.0,152417.97,1.0,0.0,2.0,6.0,0.9711483935165032,0.028851606483496856,0,0,20241204-151534
1145,1643,15683544,Buccho,626,Spain,Male,62,3,0.0,1,1,1,65010.74,0,1,1,0,62.0,0.0,626.0,65010.74,1.0,1.0,1.0,3.0,0.645556177655082,0.35444382234491806,0,0,20241204-151534
1146,1128,15647301,Bray,549,Germany,Female,45,3,143734.01,2,1,1,96404.38,1,1,0,1,45.0,143734.01,549.0,96404.38,1.0,1.0,2.0,3.0,0.7668855712473526,0.23311442875264746,0,0,20241204-151534
1147,2004,15799350,Mao,632,France,Male,41,0,106134.46,1,0,1,105570.39,1,0,1,0,41.0,106134.46,632.0,105570.39,0.0,1.0,1.0,0.0,0.8667607899815989,0.13323921001840114,0,0,20241204-151534
1148,6968,15644934,Gentry,466,France,Male,26,9,105522.06,1,1,0,10842.46,1,0,1,0,26.0,105522.06,466.0,10842.46,1.0,0.0,1.0,9.0,0.9359975503797423,0.06400244962025768,0,0,20241204-151534
1149,8641,15611365,Fanucci,730,France,Female,32,9,127661.69,1,0,0,60905.51,1,0,0,1,32.0,127661.69,730.0,60905.51,0.0,0.0,1.0,9.0,0.8406384156523673,0.15936158434763267,0,0,20241204-151534
1150,556,15775318,Lu,590,Spain,Female,51,3,154962.99,3,0,1,191932.27,0,1,0,1,51.0,154962.99,590.0,191932.27,0.0,1.0,3.0,3.0,0.05891029789665381,0.9410897021033462,1,1,20241204-151534
1151,1557,15772777,Onyemachukwu,850,Spain,Female,29,10,0.0,2,1,1,94815.04,0,1,0,1,29.0,0.0,850.0,94815.04,1.0,1.0,2.0,10.0,0.9761202202336267,0.02387977976637337,0,0,20241204-151534
1152,1004,15701301,Murphy,646,France,Female,42,3,175159.9,2,0,0,67124.48,1,0,0,1,42.0,175159.9,646.0,67124.48,0.0,0.0,2.0,3.0,0.7698370674741557,0.2301629325258443,0,1,20241204-151534
1153,721,15721658,Fleming,672,Spain,Female,56,2,209767.31,2,1,1,150694.42,0,1,0,1,56.0,209767.31,672.0,150694.42,1.0,1.0,2.0,2.0,0.1834888910094261,0.8165111089905739,1,1,20241204-151534
1154,3468,15771509,Hirst,538,Germany,Female,42,1,98548.62,2,0,1,94047.75,1,1,0,1,42.0,98548.62,538.0,94047.75,0.0,1.0,2.0,1.0,0.8066020350531469,0.1933979649468531,0,0,20241204-151534
1155,8539,15648030,Crump,731,Spain,Female,33,5,137388.01,2,1,0,165000.68,0,1,0,1,33.0,137388.01,731.0,165000.68,1.0,0.0,2.0,5.0,0.9238354269966167,0.0761645730033833,0,0,20241204-151534
1156,3815,15642093,Piccio,646,France,Male,30,7,0.0,2,1,0,153566.97,1,0,1,0,30.0,0.0,646.0,153566.97,1.0,0.0,2.0,7.0,0.9855402910783007,0.014459708921699295,0,0,20241204-151534
1157,247,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414.0,1,1,1,0,26.0,152400.51,772.0,79414.0,1.0,0.0,2.0,7.0,0.9559905062758647,0.04400949372413536,0,0,20241204-151534
1158,6402,15579040,Hs?,556,France,Female,46,10,0.0,2,0,0,109184.24,1,0,0,1,46.0,0.0,556.0,109184.24,0.0,0.0,2.0,10.0,0.8769549605611542,0.12304503943884577,0,0,20241204-151534
1159,9271,15712903,Diaz,499,France,Female,21,3,176511.08,1,1,1,153920.22,1,0,0,1,21.0,176511.08,499.0,153920.22,1.0,1.0,1.0,3.0,0.918813186158199,0.081186813841801,0,0,20241204-151534
1160,9992,15769959,Ajuluchukwu,597,France,Female,53,4,88381.21,1,1,0,69384.71,1,0,0,1,53.0,88381.21,597.0,69384.71,1.0,0.0,1.0,4.0,0.19077554399910768,0.8092244560008923,1,1,20241204-151534
1161,4188,15677785,Stevenson,656,Spain,Male,32,5,136963.12,1,1,0,133814.28,0,1,1,0,32.0,136963.12,656.0,133814.28,1.0,0.0,1.0,5.0,0.9185806203377783,0.08141937966222167,0,0,20241204-151534
1162,2290,15789097,Keeley,644,France,Male,48,8,0.0,2,0,1,44965.54,1,0,1,0,48.0,0.0,644.0,44965.54,0.0,1.0,2.0,8.0,0.955340941728821,0.044659058271178956,0,1,20241204-151534
1163,8512,15770091,Edwards,643,Germany,Male,28,9,160858.13,2,1,0,27149.27,1,1,1,0,28.0,160858.13,643.0,27149.27,1.0,0.0,2.0,9.0,0.9595421119610704,0.04045788803892953,0,0,20241204-151534
1164,184,15810845,T'ang,636,France,Male,42,2,0.0,2,1,1,55470.78,1,0,1,0,42.0,0.0,636.0,55470.78,1.0,1.0,2.0,2.0,0.9662739978731948,0.033726002126805196,0,0,20241204-151534
1165,8471,15582847,Yermakova,662,France,Male,26,0,0.0,2,0,1,72929.96,1,0,1,0,26.0,0.0,662.0,72929.96,0.0,1.0,2.0,0.0,0.9868275565456247,0.01317244345437525,0,0,20241204-151534
1166,7057,15705918,Howarth,725,France,Male,31,8,0.0,2,1,1,59650.42,1,0,1,0,31.0,0.0,725.0,59650.42,1.0,1.0,2.0,8.0,0.9858716927286282,0.014128307271371767,0,0,20241204-151534
1167,2360,15644896,Thompson,663,Germany,Male,32,3,108586.86,1,1,1,182355.21,1,1,1,0,32.0,108586.86,663.0,182355.21,1.0,1.0,1.0,3.0,0.8886605532487903,0.11133944675120966,0,0,20241204-151534
1168,7013,15803378,Small,850,Spain,Male,44,8,0.0,2,1,1,183617.32,0,1,1,0,44.0,0.0,850.0,183617.32,1.0,1.0,2.0,8.0,0.9770736522385622,0.02292634776143771,0,0,20241204-151534
1169,5311,15624744,Tai,622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1,1,1,0,42.0,115766.26,622.0,72155.85,0.0,0.0,1.0,9.0,0.4522146841905068,0.5477853158094932,1,1,20241204-151534
1170,7553,15781574,Ma,636,Spain,Male,76,9,126534.6,1,1,1,39789.62,0,1,1,0,76.0,126534.6,636.0,39789.62,1.0,1.0,1.0,9.0,0.9867621991369044,0.013237800863095547,0,0,20241204-151534
1171,7982,15803032,Yen,599,Germany,Male,38,9,89111.63,1,0,0,157239.6,1,1,1,0,38.0,89111.63,599.0,157239.6,0.0,0.0,1.0,9.0,0.7767905302776273,0.22320946972237268,0,0,20241204-151534
