origin_index,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,prep_Geography_0,prep_Geography_1,prep_Gender_0,prep_Gender_1,prep_Age,prep_Balance,prep_CreditScore,prep_EstimatedSalary,prep_HasCrCard,prep_IsActiveMember,prep_NumOfProducts,prep_Tenure,TCR-prob_0,TCR-prob_1,TCR-pred_Exited,Exited,result_key
407,6503,15590286,Fairley,611,France,Female,40,2,125879.29,1,1,0,93203.43,1,0,0,1,40.0,125879.29,611.0,93203.43,1.0,0.0,1.0,2.0,0.7824197892083979,0.2175802107916021,0,0,20241203-161226
408,1480,15640260,Okorie,595,Germany,Male,32,8,131081.66,2,1,1,69428.79,1,1,1,0,32.0,131081.66,595.0,69428.79,1.0,1.0,2.0,8.0,0.9547197347614672,0.04528026523853275,0,0,20241203-161226
409,124,15760085,Calabresi,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,1,1,0,1,48.0,126384.42,684.0,198129.36,1.0,1.0,1.0,10.0,0.4392316777734091,0.5607683222265909,1,0,20241203-161226
410,887,15591711,Sleeman,739,Spain,Male,38,0,128366.44,1,1,0,12796.43,0,1,1,0,38.0,128366.44,739.0,12796.43,1.0,0.0,1.0,0.0,0.7417523655471061,0.25824763445289384,0,0,20241203-161226
411,9420,15798605,Tien,686,Germany,Male,26,1,57422.62,1,1,1,79189.4,1,1,1,0,26.0,57422.62,686.0,79189.4,1.0,1.0,1.0,1.0,0.9517244816408766,0.04827551835912337,0,0,20241203-161226
412,5842,15737267,Marcelo,676,France,Female,49,1,0.0,1,1,0,79342.31,1,0,0,1,49.0,0.0,676.0,79342.31,1.0,0.0,1.0,1.0,0.19252505474515358,0.8074749452548464,1,1,20241203-161226
413,5756,15600813,Hyde,717,France,Male,50,9,90305.76,1,1,1,124626.57,1,0,1,0,50.0,90305.76,717.0,124626.57,1.0,1.0,1.0,9.0,0.732786830958097,0.26721316904190295,0,0,20241203-161226
414,2043,15635459,Shih,667,Germany,Female,27,3,106116.5,2,1,0,3674.71,1,1,0,1,27.0,106116.5,667.0,3674.71,1.0,0.0,2.0,3.0,0.9106312979908756,0.08936870200912442,0,0,20241203-161226
415,8198,15741180,Eddy,617,France,Male,54,6,102141.9,1,1,1,45325.26,1,0,1,0,54.0,102141.9,617.0,45325.26,1.0,1.0,1.0,6.0,0.757471829724937,0.24252817027506304,0,0,20241203-161226
416,7488,15785367,McGuffog,651,France,Female,56,4,0.0,1,0,0,84383.22,1,0,0,1,56.0,0.0,651.0,84383.22,0.0,0.0,1.0,4.0,0.06675086355882809,0.9332491364411719,1,1,20241203-161226
417,1673,15713854,Cremonesi,513,France,Female,37,6,0.0,2,1,0,110142.34,1,0,0,1,37.0,0.0,513.0,110142.34,1.0,0.0,2.0,6.0,0.9592341088790737,0.04076589112092634,0,0,20241203-161226
418,3359,15750638,Obiajulu,705,Germany,Female,33,5,116765.7,1,0,0,190659.17,1,1,0,1,33.0,116765.7,705.0,190659.17,0.0,0.0,1.0,5.0,0.6712576537132279,0.3287423462867721,0,1,20241203-161226
419,7966,15645404,Okwukwe,625,France,Female,51,4,124620.01,2,1,0,92243.94,1,0,0,1,51.0,124620.01,625.0,92243.94,1.0,0.0,2.0,4.0,0.4083933205839312,0.5916066794160688,1,1,20241203-161226
420,3134,15646227,Folliero,682,France,Female,27,1,97893.2,1,1,0,166144.98,1,0,0,1,27.0,97893.2,682.0,166144.98,1.0,0.0,1.0,1.0,0.8878183278230598,0.11218167217694025,0,0,20241203-161226
421,2872,15798824,Kennedy,671,Spain,Male,38,0,92674.94,2,1,0,3647.57,0,1,1,0,38.0,92674.94,671.0,3647.57,1.0,0.0,2.0,0.0,0.9104588241744328,0.08954117582556721,0,0,20241203-161226
422,2825,15667938,Hurst,628,France,Male,32,9,149136.31,2,1,1,16402.11,1,0,1,0,32.0,149136.31,628.0,16402.11,1.0,1.0,2.0,9.0,0.9804257755864182,0.019574224413581774,0,0,20241203-161226
423,1575,15693018,Ermakova,678,Germany,Male,23,10,115563.71,1,1,1,91633.53,1,1,1,0,23.0,115563.71,678.0,91633.53,1.0,1.0,1.0,10.0,0.9285749402095981,0.07142505979040197,0,0,20241203-161226
424,3692,15760244,Ives,590,France,Female,76,5,160979.68,1,0,1,13848.58,1,0,0,1,76.0,160979.68,590.0,13848.58,0.0,1.0,1.0,5.0,0.9499454107951969,0.05005458920480313,0,0,20241203-161226
425,5997,15745455,Navarrete,638,Germany,Male,62,4,108716.59,2,1,1,74241.09,1,1,1,0,62.0,108716.59,638.0,74241.09,1.0,1.0,2.0,4.0,0.7450079217860239,0.254992078213976,0,0,20241203-161226
426,1235,15684865,Lucchesi,771,France,Female,66,7,143773.07,1,1,1,130827.88,1,0,0,1,66.0,143773.07,771.0,130827.88,1.0,1.0,1.0,7.0,0.8729115297669657,0.12708847023303427,0,0,20241203-161226
427,510,15598883,King,599,Spain,Female,37,2,0.0,2,1,1,143739.29,0,1,0,1,37.0,0.0,599.0,143739.29,1.0,1.0,2.0,2.0,0.9708146488407646,0.02918535115923535,0,0,20241203-161226
428,528,15573318,Kung,610,France,Male,26,8,0.0,2,1,0,166031.08,1,0,1,0,26.0,0.0,610.0,166031.08,1.0,0.0,2.0,8.0,0.9849868515517193,0.015013148448280698,0,0,20241203-161226
429,992,15806926,Watson,615,France,Female,35,2,97440.02,2,1,1,139816.1,1,0,0,1,35.0,97440.02,615.0,139816.1,1.0,1.0,2.0,2.0,0.943549253623443,0.056450746376557046,0,0,20241203-161226
430,3099,15628523,Chien,539,France,Female,24,3,0.0,2,1,1,198161.07,1,0,0,1,24.0,0.0,539.0,198161.07,1.0,1.0,2.0,3.0,0.9756459870267636,0.024354012973236312,0,0,20241203-161226
431,3484,15626412,Mort,499,Spain,Male,39,6,0.0,2,1,1,81409.0,0,1,1,0,39.0,0.0,499.0,81409.0,1.0,1.0,2.0,6.0,0.9808775051452497,0.01912249485475024,0,0,20241203-161226
432,6730,15619608,Ojiofor,454,Germany,Female,50,10,92895.56,1,1,0,154344.0,1,1,0,1,50.0,92895.56,454.0,154344.0,1.0,0.0,1.0,10.0,0.11802638093885998,0.88197361906114,1,1,20241203-161226
433,2080,15784736,Jamieson,562,France,Male,45,6,136855.24,1,1,0,46864.0,1,0,1,0,45.0,136855.24,562.0,46864.0,1.0,0.0,1.0,6.0,0.584466992913135,0.4155330070868651,0,0,20241203-161226
434,8135,15761783,Shah,577,France,Male,41,6,0.0,1,1,1,167621.18,1,0,1,0,41.0,0.0,577.0,167621.18,1.0,1.0,1.0,6.0,0.7842961253074773,0.21570387469252275,0,0,20241203-161226
435,6373,15791111,Fink,635,France,Female,47,2,125724.95,2,1,0,63236.97,1,0,0,1,47.0,125724.95,635.0,63236.97,1.0,0.0,2.0,2.0,0.5358521545243315,0.4641478454756685,0,0,20241203-161226
436,1494,15686963,Hardiman,680,Spain,Female,30,3,0.0,1,1,0,160131.58,0,1,0,1,30.0,0.0,680.0,160131.58,1.0,0.0,1.0,3.0,0.7325910339711144,0.2674089660288857,0,0,20241203-161226
437,4887,15657468,Simmons,711,Germany,Female,53,5,123805.03,1,1,0,102428.51,1,1,0,1,53.0,123805.03,711.0,102428.51,1.0,0.0,1.0,5.0,0.09588600479474274,0.9041139952052573,1,0,20241203-161226
438,1378,15808228,Tuan,768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0,1,0,1,44.0,60603.4,768.0,178045.97,1.0,1.0,1.0,6.0,0.6610679229788097,0.3389320770211903,0,0,20241203-161226
439,3541,15646726,Crawford,672,France,Male,43,5,0.0,1,0,0,63833.09,1,0,1,0,43.0,0.0,672.0,63833.09,0.0,0.0,1.0,5.0,0.4956506797087562,0.5043493202912438,1,0,20241203-161226
440,3874,15616240,Yeh,530,Spain,Male,37,4,0.0,2,1,1,164844.37,0,1,1,0,37.0,0.0,530.0,164844.37,1.0,1.0,2.0,4.0,0.9742149328110696,0.025785067188930352,0,0,20241203-161226
441,8790,15619116,Wallace,493,France,Female,36,2,0.0,2,0,1,99770.3,1,0,0,1,36.0,0.0,493.0,99770.3,0.0,1.0,2.0,2.0,0.9746508899254135,0.025349110074586543,0,0,20241203-161226
442,6824,15708265,Chibugo,581,Spain,Female,24,10,159203.71,1,1,1,102517.83,0,1,0,1,24.0,159203.71,581.0,102517.83,1.0,1.0,1.0,10.0,0.9595622800035052,0.040437719996494786,0,1,20241203-161226
443,7733,15765846,Chuang,820,Spain,Female,31,2,94222.53,1,1,0,103570.8,0,1,0,1,31.0,94222.53,820.0,103570.8,1.0,0.0,1.0,2.0,0.8984886362219267,0.10151136377807332,0,0,20241203-161226
444,1013,15655274,Bardin,548,France,Female,29,4,0.0,2,0,1,48673.18,1,0,0,1,29.0,0.0,548.0,48673.18,0.0,1.0,2.0,4.0,0.9860646572690618,0.013935342730938261,0,0,20241203-161226
445,3488,15734044,Black,671,France,Female,31,7,41299.03,1,0,1,102681.32,1,0,0,1,31.0,41299.03,671.0,102681.32,0.0,1.0,1.0,7.0,0.8843275995265202,0.11567240047347983,0,0,20241203-161226
446,195,15679200,Crawford,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,1,1,0,29.0,61710.44,580.0,128077.8,1.0,0.0,2.0,9.0,0.9709978088162828,0.029002191183717153,0,0,20241203-161226
447,7069,15730793,Russell,699,Germany,Female,54,3,111009.32,1,1,1,155905.79,1,1,0,1,54.0,111009.32,699.0,155905.79,1.0,1.0,1.0,3.0,0.3293064790257222,0.6706935209742778,1,1,20241203-161226
448,1890,15716324,Ignatieff,665,France,Female,23,9,143672.9,1,1,1,115147.33,1,0,0,1,23.0,143672.9,665.0,115147.33,1.0,1.0,1.0,9.0,0.9560987688160282,0.04390123118397181,0,0,20241203-161226
449,354,15812007,Power,670,Spain,Male,25,6,0.0,2,1,1,78358.94,0,1,1,0,25.0,0.0,670.0,78358.94,1.0,1.0,2.0,6.0,0.9888099876830305,0.011190012316969507,0,0,20241203-161226
450,4410,15781598,Middleton,756,Germany,Male,41,6,149049.92,1,0,1,50422.36,1,1,1,0,41.0,149049.92,756.0,50422.36,0.0,1.0,1.0,6.0,0.7978531386323735,0.20214686136762655,0,1,20241203-161226
451,72,15620344,McKee,813,France,Male,29,6,0.0,1,1,0,33953.87,1,0,1,0,29.0,0.0,813.0,33953.87,1.0,0.0,1.0,6.0,0.8190569297301925,0.1809430702698075,0,0,20241203-161226
452,3222,15619465,Cameron,555,Spain,Female,24,2,0.0,2,0,1,197866.55,0,1,0,1,24.0,0.0,555.0,197866.55,0.0,1.0,2.0,2.0,0.9728723312705185,0.027127668729481462,0,0,20241203-161226
453,9174,15653572,Thornton,673,Spain,Male,43,8,127132.96,1,0,1,6009.27,0,1,1,0,43.0,127132.96,673.0,6009.27,0.0,1.0,1.0,8.0,0.8995003811309634,0.10049961886903662,0,1,20241203-161226
454,8747,15577905,Hammond,660,France,Male,34,8,106486.66,2,0,1,182262.66,1,0,1,0,34.0,106486.66,660.0,182262.66,0.0,1.0,2.0,8.0,0.9641472002569654,0.03585279974303453,0,0,20241203-161226
455,8745,15691906,Esposito,664,Germany,Female,49,5,127421.78,2,1,0,108876.75,1,1,0,1,49.0,127421.78,664.0,108876.75,1.0,0.0,2.0,5.0,0.48196725926434403,0.518032740735656,1,1,20241203-161226
456,4003,15811486,Tang,634,Germany,Female,29,8,130036.21,2,0,1,69849.55,1,1,0,1,29.0,130036.21,634.0,69849.55,0.0,1.0,2.0,8.0,0.9069747119368419,0.09302528806315813,0,0,20241203-161226
457,9353,15610090,Han,667,France,Male,40,8,72945.29,2,1,0,98931.5,1,0,1,0,40.0,72945.29,667.0,98931.5,1.0,0.0,2.0,8.0,0.9495032332456549,0.05049676675434514,0,0,20241203-161226
458,8750,15701238,Chia,683,France,Male,47,1,0.0,2,1,0,148989.15,1,0,1,0,47.0,0.0,683.0,148989.15,1.0,0.0,2.0,1.0,0.9223654829856256,0.07763451701437445,0,0,20241203-161226
459,3097,15745083,Lei,613,Germany,Male,59,8,91415.76,1,0,0,27965.0,1,1,1,0,59.0,91415.76,613.0,27965.0,0.0,0.0,1.0,8.0,0.1040729464632818,0.8959270535367182,1,1,20241203-161226
460,6814,15568088,Jamieson,481,Germany,Male,44,3,163714.52,1,1,0,96123.72,1,1,1,0,44.0,163714.52,481.0,96123.72,1.0,0.0,1.0,3.0,0.3515688276194838,0.6484311723805162,1,0,20241203-161226
461,6858,15629299,Yang,546,Germany,Female,52,1,106074.89,1,1,1,23548.45,1,1,0,1,52.0,106074.89,546.0,23548.45,1.0,1.0,1.0,1.0,0.1721098024694908,0.8278901975305092,1,1,20241203-161226
462,8033,15755642,Bulgakov,667,France,Male,34,5,0.0,2,1,1,102908.63,1,0,1,0,34.0,0.0,667.0,102908.63,1.0,1.0,2.0,5.0,0.9900971306623488,0.009902869337651152,0,0,20241203-161226
463,2763,15589018,Padilla,719,Germany,Male,28,3,106070.29,2,1,1,183893.31,1,1,1,0,28.0,106070.29,719.0,183893.31,1.0,1.0,2.0,3.0,0.9650404313606202,0.03495956863937978,0,0,20241203-161226
464,5610,15661945,Nicolay,623,Spain,Female,40,4,0.0,3,1,0,31669.18,0,1,0,1,40.0,0.0,623.0,31669.18,1.0,0.0,3.0,4.0,0.21356637030259462,0.7864336296974054,1,0,20241203-161226
465,3658,15602124,Badgery,731,France,Male,30,7,0.0,2,1,1,184581.68,1,0,1,0,30.0,0.0,731.0,184581.68,1.0,1.0,2.0,7.0,0.9912414377048663,0.00875856229513376,0,0,20241203-161226
466,4652,15579996,Iroawuchi,524,Germany,Female,25,7,131402.21,1,0,0,193668.49,1,1,0,1,25.0,131402.21,524.0,193668.49,0.0,0.0,1.0,7.0,0.7431913796683152,0.25680862033168483,0,0,20241203-161226
467,6195,15794273,Hand,604,France,Female,56,0,62732.65,1,0,1,124954.56,1,0,0,1,56.0,62732.65,604.0,124954.56,0.0,1.0,1.0,0.0,0.5893290140964538,0.4106709859035463,0,0,20241203-161226
468,1523,15720662,Sholes,787,France,Female,35,1,106266.8,1,1,1,16607.15,1,0,0,1,35.0,106266.8,787.0,16607.15,1.0,1.0,1.0,1.0,0.8985270427219818,0.10147295727801818,0,0,20241203-161226
469,267,15653857,Wallis,498,France,Male,34,2,0.0,2,1,1,148528.24,1,0,1,0,34.0,0.0,498.0,148528.24,1.0,1.0,2.0,2.0,0.9869649362183895,0.013035063781610484,0,0,20241203-161226
470,7174,15636521,Feng,744,Spain,Female,30,1,124037.28,1,1,1,142210.94,0,1,0,1,30.0,124037.28,744.0,142210.94,1.0,1.0,1.0,1.0,0.9379514472884216,0.062048552711578386,0,0,20241203-161226
471,492,15699005,Martin,710,France,Female,41,2,156067.05,1,1,1,9983.88,1,0,0,1,41.0,156067.05,710.0,9983.88,1.0,1.0,1.0,2.0,0.8563040021345734,0.14369599786542658,0,0,20241203-161226
472,9857,15687329,Hope,763,Germany,Female,32,1,108465.65,2,1,0,60552.44,1,1,0,1,32.0,108465.65,763.0,60552.44,1.0,0.0,2.0,1.0,0.8708641386797293,0.12913586132027072,0,1,20241203-161226
473,1199,15678058,Ayers,584,France,Male,38,9,104584.16,1,1,0,176678.72,1,0,1,0,38.0,104584.16,584.0,176678.72,1.0,0.0,1.0,9.0,0.8756813190981666,0.12431868090183343,0,0,20241203-161226
474,2472,15595537,Trout,626,Germany,Male,49,9,171787.84,2,1,0,187192.23,1,1,1,0,49.0,171787.84,626.0,187192.23,1.0,0.0,2.0,9.0,0.659288855761508,0.340711144238492,0,0,20241203-161226
475,8238,15737275,Conti,649,France,Male,39,3,113096.41,1,1,1,60335.24,1,0,1,0,39.0,113096.41,649.0,60335.24,1.0,1.0,1.0,3.0,0.904520256266026,0.09547974373397408,0,0,20241203-161226
476,7036,15686461,Sarratt,558,France,Female,56,7,121235.05,2,1,1,116253.1,1,0,0,1,56.0,121235.05,558.0,116253.1,1.0,1.0,2.0,7.0,0.6884602250080583,0.3115397749919418,0,0,20241203-161226
477,4260,15664808,Nicoll,790,Spain,Female,37,3,0.0,3,0,0,98897.32,0,1,0,1,37.0,0.0,790.0,98897.32,0.0,0.0,3.0,3.0,0.4050259836460879,0.5949740163539121,1,0,20241203-161226
478,5985,15640667,Yu,662,France,Female,41,4,0.0,2,1,0,126551.48,1,0,0,1,41.0,0.0,662.0,126551.48,1.0,0.0,2.0,4.0,0.9399847965819543,0.060015203418045615,0,0,20241203-161226
479,2381,15654463,Moore,841,France,Male,34,4,0.0,2,1,0,141582.66,1,0,1,0,34.0,0.0,841.0,141582.66,1.0,0.0,2.0,4.0,0.9875765979910011,0.012423402008998899,0,0,20241203-161226
480,5343,15589431,Pedder,807,Germany,Male,47,1,171937.27,1,1,1,65636.92,1,1,1,0,47.0,171937.27,807.0,65636.92,1.0,1.0,1.0,1.0,0.6244267499587729,0.3755732500412271,0,0,20241203-161226
481,3191,15625395,Chinomso,585,France,Female,28,6,105795.9,1,1,1,41219.09,1,0,0,1,28.0,105795.9,585.0,41219.09,1.0,1.0,1.0,6.0,0.9479652795648917,0.052034720435108234,0,0,20241203-161226
482,4932,15772341,Hs?eh,682,Germany,Male,81,6,122029.15,1,1,1,50783.88,1,1,1,0,81.0,122029.15,682.0,50783.88,1.0,1.0,1.0,6.0,0.9591633839815057,0.040836616018494296,0,0,20241203-161226
483,8876,15768120,Brown,702,Germany,Male,36,9,90560.48,2,1,0,174268.87,1,1,1,0,36.0,90560.48,702.0,174268.87,1.0,0.0,2.0,9.0,0.9578386625306421,0.04216133746935791,0,0,20241203-161226
484,3707,15657565,Nwokezuike,629,Spain,Female,44,6,125512.98,2,0,0,79082.76,0,1,0,1,44.0,125512.98,629.0,79082.76,0.0,0.0,2.0,6.0,0.7015667234469889,0.29843327655301116,0,0,20241203-161226
485,2005,15729970,Ugochukwu,684,Germany,Male,29,8,127269.75,1,0,1,79495.01,1,1,1,0,29.0,127269.75,684.0,79495.01,0.0,1.0,1.0,8.0,0.883698826388218,0.11630117361178209,0,0,20241203-161226
486,1837,15802478,Spring,767,Spain,Male,31,6,0.0,2,1,1,195668.0,0,1,1,0,31.0,0.0,767.0,195668.0,1.0,1.0,2.0,6.0,0.9885193948656497,0.011480605134350341,0,0,20241203-161226
487,2714,15701318,Poole,763,Spain,Male,67,9,148564.66,1,0,1,87236.4,0,1,1,0,67.0,148564.66,763.0,87236.4,0.0,1.0,1.0,9.0,0.9390596718869805,0.06094032811301948,0,0,20241203-161226
488,2305,15680141,Yuan,759,Spain,Female,35,7,147936.42,1,1,1,106785.7,0,1,0,1,35.0,147936.42,759.0,106785.7,1.0,1.0,1.0,7.0,0.9408741409135833,0.059125859086416696,0,0,20241203-161226
489,5225,15718216,Fleetwood-Smith,803,Spain,Male,43,3,0.0,1,1,0,72051.44,0,1,1,0,43.0,0.0,803.0,72051.44,1.0,0.0,1.0,3.0,0.5151790423566311,0.48482095764336886,0,0,20241203-161226
490,3974,15669281,Ch'iu,711,Spain,Male,38,3,128718.78,1,0,0,114793.45,0,1,1,0,38.0,128718.78,711.0,114793.45,0.0,0.0,1.0,3.0,0.8920821790233832,0.10791782097661688,0,0,20241203-161226
491,4920,15625941,Gray,682,Spain,Female,50,10,128039.01,1,1,1,102260.16,0,1,0,1,50.0,128039.01,682.0,102260.16,1.0,1.0,1.0,10.0,0.7439746215477023,0.2560253784522977,0,0,20241203-161226
492,8341,15695197,Tochukwu,553,Germany,Female,25,7,128524.19,2,1,0,20682.46,1,1,0,1,25.0,128524.19,553.0,20682.46,1.0,0.0,2.0,7.0,0.9061385083675443,0.09386149163245569,0,0,20241203-161226
493,5076,15684921,Onuchukwu,792,Spain,Male,25,8,142862.21,1,1,1,130639.01,0,1,1,0,25.0,142862.21,792.0,130639.01,1.0,1.0,1.0,8.0,0.9601718835730388,0.039828116426961206,0,0,20241203-161226
494,483,15750658,Obiuto,798,France,Male,37,8,0.0,3,0,0,110783.28,1,0,1,0,37.0,0.0,798.0,110783.28,0.0,0.0,3.0,8.0,0.44464669405084045,0.5553533059491595,1,0,20241203-161226
495,7091,15565714,Cattaneo,601,France,Male,47,1,64430.06,2,0,1,96517.97,1,0,1,0,47.0,64430.06,601.0,96517.97,0.0,1.0,2.0,1.0,0.8438243044664773,0.15617569553352278,0,0,20241203-161226
496,6118,15674928,Mullah,850,Spain,Male,37,2,0.0,2,1,0,119969.99,0,1,1,0,37.0,0.0,850.0,119969.99,1.0,0.0,2.0,2.0,0.9842551624332414,0.01574483756675859,0,0,20241203-161226
497,5959,15741719,DeRose,540,France,Female,40,3,165298.12,1,0,1,199862.75,1,0,0,1,40.0,165298.12,540.0,199862.75,0.0,1.0,1.0,3.0,0.8556346489216645,0.14436535107833545,0,0,20241203-161226
498,7974,15656005,Millar,592,Germany,Male,31,7,124593.23,1,1,0,86079.67,1,1,1,0,31.0,124593.23,592.0,86079.67,1.0,0.0,1.0,7.0,0.8198310062482972,0.1801689937517028,0,0,20241203-161226
499,6915,15808849,T'ien,702,France,Male,40,7,145536.9,1,0,1,135334.24,1,0,1,0,40.0,145536.9,702.0,135334.24,0.0,1.0,1.0,7.0,0.9215787586131855,0.07842124138681446,0,0,20241203-161226
500,627,15626900,Kung,427,France,Male,29,1,141325.56,1,1,1,93839.3,1,0,1,0,29.0,141325.56,427.0,93839.3,1.0,1.0,1.0,1.0,0.9487374993690444,0.05126250063095563,0,0,20241203-161226
501,9682,15607301,Romano,651,Spain,Female,63,8,129968.67,1,1,1,11830.53,0,1,0,1,63.0,129968.67,651.0,11830.53,1.0,1.0,1.0,8.0,0.8252188061239737,0.17478119387602634,0,0,20241203-161226
502,8896,15658972,Foster,699,France,Female,40,8,122038.34,1,1,0,102085.35,1,0,0,1,40.0,122038.34,699.0,102085.35,1.0,0.0,1.0,8.0,0.8083514050512643,0.19164859494873568,0,0,20241203-161226
503,6669,15793671,Watt,606,France,Male,34,5,0.0,1,1,0,161971.42,1,0,1,0,34.0,0.0,606.0,161971.42,1.0,0.0,1.0,5.0,0.8568160120045331,0.14318398799546697,0,0,20241203-161226
504,7238,15753550,Levien,684,France,Female,43,7,0.0,2,1,0,131093.99,1,0,0,1,43.0,0.0,684.0,131093.99,1.0,0.0,2.0,7.0,0.9241973581706975,0.07580264182930246,0,0,20241203-161226
505,5331,15626212,Wark,616,France,Male,29,9,0.0,1,1,1,166984.44,1,0,1,0,29.0,0.0,616.0,166984.44,1.0,1.0,1.0,9.0,0.9367401627443868,0.0632598372556132,0,0,20241203-161226
506,1914,15750264,Pinto,757,Germany,Male,30,6,105128.85,2,1,1,62972.13,1,1,1,0,30.0,105128.85,757.0,62972.13,1.0,1.0,2.0,6.0,0.9455301069869289,0.05446989301307113,0,0,20241203-161226
507,955,15660429,Ch'in,665,Spain,Female,42,2,156371.61,2,0,1,156774.94,0,1,0,1,42.0,156371.61,665.0,156774.94,0.0,1.0,2.0,2.0,0.9005496068461358,0.0994503931538642,0,1,20241203-161226
508,877,15581229,Gregory,502,Germany,Female,32,1,173340.83,1,0,1,122763.95,1,1,0,1,32.0,173340.83,502.0,122763.95,0.0,1.0,1.0,1.0,0.8937488752906725,0.10625112470932756,0,0,20241203-161226
509,2919,15649487,Sal,578,Germany,Female,38,4,113150.44,2,1,0,176712.59,1,1,0,1,38.0,113150.44,578.0,176712.59,1.0,0.0,2.0,4.0,0.8351909346822055,0.16480906531779452,0,1,20241203-161226
510,9666,15745794,Cocci,547,France,Male,30,6,0.0,2,1,1,18471.86,1,0,1,0,30.0,0.0,547.0,18471.86,1.0,1.0,2.0,6.0,0.9909834091428975,0.009016590857102526,0,0,20241203-161226
511,5473,15804201,Jones,457,Germany,Male,42,4,126772.57,1,0,1,126106.4,1,1,1,0,42.0,126772.57,457.0,126106.4,0.0,1.0,1.0,4.0,0.6377113882985104,0.3622886117014896,0,0,20241203-161226
512,2798,15731327,Hale,652,Germany,Male,27,2,166527.88,2,0,1,146007.7,1,1,1,0,27.0,166527.88,652.0,146007.7,0.0,1.0,2.0,2.0,0.9714585775127758,0.028541422487224258,0,0,20241203-161226
513,6127,15790935,Johnson,535,France,Female,29,5,0.0,2,0,1,52709.55,1,0,0,1,29.0,0.0,535.0,52709.55,0.0,1.0,2.0,5.0,0.969869538389436,0.03013046161056393,0,0,20241203-161226
514,4124,15648225,Shephard,652,Spain,Female,38,1,103895.31,1,0,1,159649.44,0,1,0,1,38.0,103895.31,652.0,159649.44,0.0,1.0,1.0,1.0,0.8889843981461921,0.11101560185380789,0,0,20241203-161226
515,4766,15755863,Milano,630,Spain,Female,49,1,0.0,2,0,1,162858.29,0,1,0,1,49.0,0.0,630.0,162858.29,0.0,1.0,2.0,1.0,0.8688035370053948,0.13119646299460525,0,0,20241203-161226
516,9649,15797190,Charlton,608,Germany,Female,40,7,96202.32,1,0,0,161154.85,1,1,0,1,40.0,96202.32,608.0,161154.85,0.0,0.0,1.0,7.0,0.6145709000767379,0.3854290999232621,0,0,20241203-161226
517,2164,15667554,Cameron,605,France,Male,35,6,0.0,2,1,1,45206.57,1,0,1,0,35.0,0.0,605.0,45206.57,1.0,1.0,2.0,6.0,0.9879626447836855,0.012037355216314546,0,0,20241203-161226
518,2028,15606613,Samson,655,France,Female,59,7,0.0,1,1,0,88958.49,1,0,0,1,59.0,0.0,655.0,88958.49,1.0,0.0,1.0,7.0,0.06355422526826249,0.9364457747317375,1,1,20241203-161226
519,2545,15709487,Freeman,668,Germany,Male,34,5,80242.37,2,0,0,56780.97,1,1,1,0,34.0,80242.37,668.0,56780.97,0.0,0.0,2.0,5.0,0.9588465551234168,0.04115344487658323,0,0,20241203-161226
520,7766,15613427,Barling,683,Germany,Female,49,7,108797.63,2,0,0,140763.18,1,1,0,1,49.0,108797.63,683.0,140763.18,0.0,0.0,2.0,7.0,0.4685978504514907,0.5314021495485093,1,0,20241203-161226
521,7593,15583552,Donaldson,674,Germany,Male,44,3,88902.21,1,1,0,73731.32,1,1,1,0,44.0,88902.21,674.0,73731.32,1.0,0.0,1.0,3.0,0.44619090676057493,0.5538090932394251,1,0,20241203-161226
522,4092,15635097,Okeke,599,Germany,Male,39,2,188976.89,2,0,1,176142.09,1,1,1,0,39.0,188976.89,599.0,176142.09,0.0,1.0,2.0,2.0,0.9716725478452573,0.028327452154742753,0,0,20241203-161226
523,6262,15595162,Cattaneo,708,Spain,Female,35,8,122570.69,1,0,0,199005.88,0,1,0,1,35.0,122570.69,708.0,199005.88,0.0,0.0,1.0,8.0,0.8438310336611735,0.1561689663388265,0,0,20241203-161226
524,6279,15793346,Ofodile,602,France,Female,72,3,0.0,2,1,1,171260.66,1,0,0,1,72.0,0.0,602.0,171260.66,1.0,1.0,2.0,3.0,0.9708641533364823,0.02913584666351762,0,0,20241203-161226
525,3720,15577999,Sleeman,850,France,Female,62,1,124678.35,1,1,0,70916.0,1,0,0,1,62.0,124678.35,850.0,70916.0,1.0,0.0,1.0,1.0,0.15359190199818906,0.8464080980018109,1,1,20241203-161226
526,4181,15569438,Mai,607,Germany,Male,36,10,106702.94,2,0,0,198313.69,1,1,1,0,36.0,106702.94,607.0,198313.69,0.0,0.0,2.0,10.0,0.9427672847681624,0.05723271523183762,0,0,20241203-161226
527,456,15733797,Sal,506,France,Male,36,5,0.0,2,1,0,164253.35,1,0,1,0,36.0,0.0,506.0,164253.35,1.0,0.0,2.0,5.0,0.9726226706962315,0.027377329303768457,0,0,20241203-161226
528,8883,15614643,Chifo,731,Spain,Female,39,2,0.0,2,1,0,136737.13,0,1,0,1,39.0,0.0,731.0,136737.13,1.0,0.0,2.0,2.0,0.9536601583371425,0.04633984166285756,0,0,20241203-161226
