bunit,category,email,endDate,first,identity,identity_id,identity_tag,key,last,managedBy,nick,phone,phone2,prefix,priority,startDate,suffix,watchlist,work_city,work_country,work_lat,work_long,homeOffice
americas,"officer
pip",rcloward@acmetech.com,,Raylene,"rcloward
rcloward@acmetech.com",42bc1365e4f05585dcc6a967f3caf3b6bbb0bef4,"officer
pip
americas","rcloward@acmetech.com
rcloward",Cloward,money,,+1 (800)555-9908,+1 (800)555-5055,Ms.,critical,788199000,,FALSE,,,,,Boston
americas,,rfrie@acmetech.com,,Ralph,"rfrie
rfrie@acmetech.com",af20c7788208e1cfecf00454e813c4f05919fb11,americas,"rfrie@acmetech.com
rfrie",Frie,,,+1 (800)555-5147,+1 (800)555-1061,Mr.,critical,29067240,Sr.,FALSE,,,,,Boston
americas,,rfrie@acmetech.com,,Ralph,"rfrie
rfrie@acmetech.com",af20c7788208e1cfecf00454e813c4f05919fb11,americas,"rfrie@acmetech.com
rfrie",Frie,,,+1 (800)555-5147,+1 (800)555-1061,Mr.,critical,29067240,Sr.,FALSE,,,,,Boston
americas,"pip
contractor",rgalizia@acmetech.com,,Rocky,"rgalizia
rgalizia@acmetech.com",b0cc147dd5e49e5d3e0b7a2cdccc6639cd798aa7,"pip
contractor
watchlist
americas","rgalizia@acmetech.com
rgalizia",Galizia,,Drama,+1 (800)555-1104,+1 (800)555-1465,Dr.,medium,793074420,,TRUE,,,,,Boston
americas,"pip
contractor",rgalizia@acmetech.com,,Rocky,"rgalizia
rgalizia@acmetech.com",b0cc147dd5e49e5d3e0b7a2cdccc6639cd798aa7,"pip
contractor
watchlist
americas","rgalizia@acmetech.com
rgalizia",Galizia,,Drama,+1 (800)555-1104,+1 (800)555-1465,Dr.,medium,793074420,,TRUE,,,,,Boston
americas,contractor,rmajcher@acmetech.com,,Ranee,"rmajcher
rmajcher@acmetech.com",691000967dcb7625ad5f8eca09b29baa37676ba1,"contractor
americas","rmajcher@acmetech.com
rmajcher",Majcher,,Nene,+1 (800)555-8762,+1 (800)555-8549,,,842752500,,FALSE,,,,,Boston
americas,contractor,rmajcher@acmetech.com,,Ranee,"rmajcher
rmajcher@acmetech.com",691000967dcb7625ad5f8eca09b29baa37676ba1,"contractor
americas","rmajcher@acmetech.com
rmajcher",Majcher,,Nene,+1 (800)555-8762,+1 (800)555-8549,,,842752500,,FALSE,,,,,Boston
americas,,rmckittrick@acmetech.com,,Renda,"rmckittrick
rmckittrick@acmetech.com",5b17af2979415c9ddb9e7d71d4a29294f5e13116,americas,"rmckittrick@acmetech.com
rmckittrick",Mckittrick,,,+1 (800)555-8072,+1 (800)555-2031,,critical,436148820,,FALSE,,,,,Boston
americas,,rmckittrick@acmetech.com,,Renda,"rmckittrick
rmckittrick@acmetech.com",5b17af2979415c9ddb9e7d71d4a29294f5e13116,americas,"rmckittrick@acmetech.com
rmckittrick",Mckittrick,,,+1 (800)555-8072,+1 (800)555-2031,,critical,436148820,,FALSE,,,,,Boston
americas,,smamone@acmetech.com,,Sebastian,"smamone
smamone@acmetech.com",78b8fc584e4fd2332f88eccde8bb95339dfa3876,americas,"smamone@acmetech.com
smamone",Mamone,,,+1 (800)555-6790,+1 (800)555-3276,,high,1062881580,,FALSE,,,,,Boston
americas,,smamone@acmetech.com,,Sebastian,"smamone
smamone@acmetech.com",78b8fc584e4fd2332f88eccde8bb95339dfa3876,americas,"smamone@acmetech.com
smamone",Mamone,,,+1 (800)555-6790,+1 (800)555-3276,,high,1062881580,,FALSE,,,,,Boston
americas,pci,sstansbury@acmetech.com,,Staci,"sstansbury
sstansbury@acmetech.com",6d46d738a729d53579aefbf334364a07ee82faaf,"pci
americas","sstansbury@acmetech.com
sstansbury",Stansbury,,,+1 (800)555-5911,+1 (800)555-9435,Miss,critical,412424580,,FALSE,,,,,Boston
americas,pci,sstansbury@acmetech.com,,Staci,"sstansbury
sstansbury@acmetech.com",6d46d738a729d53579aefbf334364a07ee82faaf,"pci
americas","sstansbury@acmetech.com
sstansbury",Stansbury,,,+1 (800)555-5911,+1 (800)555-9435,Miss,critical,412424580,,FALSE,,,,,Boston
americas,,wgroce@acmetech.com,,Wilfred,"wgroce
wgroce@acmetech.com",4ce86f5f1fefc1ddac0d3220922fb03891a1c7a2,americas,"wgroce@acmetech.com
wgroce",Groce,,,+1 (800)555-4409,+1 (800)555-7116,Mr.,low,398204580,,FALSE,,,,,Boston
americas,,wgroce@acmetech.com,,Wilfred,"wgroce
wgroce@acmetech.com",4ce86f5f1fefc1ddac0d3220922fb03891a1c7a2,americas,"wgroce@acmetech.com
wgroce",Groce,,,+1 (800)555-4409,+1 (800)555-7116,Mr.,low,398204580,,FALSE,,,,,Boston
,"default
privileged",,,,3comcso,7c006ad9c18ffcb6a989d507c176eaef6fb2bb10,"default
privileged",3comcso,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,adfexc,404cc36737c00e68441dc37b07e62dffd69213ae,"default
privileged",adfexc,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,adm,42ef63e7836ef622d9185c1a456051edf16095cc,"default
privileged",adm,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,"admin
administrator",4ad56b1faebcc42e3df4bcb5d810870ef5cb7081,"default
privileged","admin
administrator",,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,adminuser,6f372c90822f7de721f3e6edc42653a746e81d90,"default
privileged",adminuser,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,advmail,e2af2840555c5e6f390eff4923b16ff5e8b601bd,"default
privileged",advmail,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,anonymous,0a92fab3230134cca6eadd9898325b9b2ae67998,"default
privileged",anonymous,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,bciim,f4a6b2462b06c00437a2d8b80ffb1c9c0b9f360f,"default
privileged",bciim,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,bcms,951f6c75e2cf5ef1a6a78346a21d8eacdba5f372,"default
privileged",bcms,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,browse,0f6a24fa439e992bc7919aa2d949c05077899adc,"default
privileged",browse,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,cisco,7af78c911d5b48bea1dc2449d9d89513abeb4be5,"default
privileged",cisco,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,cusadmin,8f198fad85c1ade2c1fa575158726672d789eeea,"default
privileged",cusadmin,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,cust,4e72d9caec529c5cadf0a9dd5d3799831ce631f6,"default
privileged",cust,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,deskalt,53bf2d7819647033085ccc6324d8c579ebdabb47,"default
privileged",deskalt,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,dhs3mt,60847cc0923894cf383b49dc9c06b4e9276da3b0,"default
privileged",dhs3mt,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,ftp_oper,daa19bba71b8aeb62773e0064860e1b1d5205259,"default
privileged",ftp_oper,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,gearguy,5c4849439ad2d19e2ee637ecdbdb01f8696712b9,"default
privileged",gearguy,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,globaladmin,7079dc79312fd341310d4d791c0a7f1a534eafa5,"default
privileged",globaladmin,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,guest,35675e68f4b5af7b995d9205ad0fc43842f16450,"default
privileged",guest,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,halt,c4bb896961f2dfd5f739d87783887e08f07bb4d6,"default
privileged",halt,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,hello,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,"default
privileged",hello,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,hscroot,f1682b6a305642c6a5d819b696220b767b2059a3,"default
privileged",hscroot,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,intrastack,43a4cf25f755da297e6cd4ff766f49a48a479c62,"default
privileged",intrastack,,,,,,,,,,FALSE,,,,,
,default,,,,local service,e2433ce0dd7fd8e1087eaebd1dfd70c3f987eb96,default,local service,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,m1122,db70a20f403dad43acbcdc0290862079d7300f7e,"default
privileged",m1122,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,maintainer,86416ef3eeb4cc907ebcd12c0305511b4cfc5474,"default
privileged",maintainer,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,md110,af7876fd0d274701971979c0f1263f6806c8a27f,"default
privileged",md110,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,mgr,5bfcfbe428cce428952787978643f2a5993438aa,"default
privileged",mgr,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,monitor,9796809f7dae482d3123c16585f2b60f97407796,"default
privileged",monitor,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,mtcl,3a5a5e2dd95c6b30b1559d2c5c935f358b5b575e,"default
privileged",mtcl,,,,,,,,,,FALSE,,,,,
,default,,,,network service,6a2a9203103b3799bfa9e440e6e165690501425f,default,network service,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,oracle,431364b6450fc47ccdbf6a2205dfdb1baeb79412,"default
privileged",oracle,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,pmd,c81269ae161552203480cf6b9792002c0e728622,"default
privileged",pmd,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,private,e80721793c24ae14edfca9b26ad406a9815cd3ff,"default
privileged",private,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,public,61c9b2b17db77a27841bbeeabff923448b0f6388,"default
privileged",public,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,readonly,9a27718297218c3757c365d357d13f49d0fa3065,"default
privileged",readonly,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,recovery,8b60e9d739b5a5bfd87cbfe67501ab4fa6e41504,"default
privileged",recovery,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,root,dc76e9f0c0006e8f919e0c515c66dbba3982f785,"default
privileged",root,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,rsbcmon,0a51c4a57bcd3cd6edeec70cb5a4967478092f91,"default
privileged",rsbcmon,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,spoolman,f6d531fd1e971de349f57230e2eac189321d6dca,"default
privileged",spoolman,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,superadmin,889a3a791b3875cfae413574b53da4bb8a90d53e,"default
privileged",superadmin,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,supervisor,0f4d09e43d208d5e9222322fbc7091ceea1a78c3,"default
privileged",supervisor,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,sysadm,fc6783b3cabd4c09ac7a7da84529f783c0e11eb2,"default
privileged",sysadm,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,system,317f1e761f2faa8da781a4762b9dcc2c5cad209a,"default
privileged",system,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,system/manager,70206cdac4f8b15fb3b8508f2285007cf60d3a68,"default
privileged",system/manager,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,tech,c95ee47689a0aaec70c3eb950244657722c69b1f,"default
privileged",tech,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,technician,55d25800fb82ba29a267c932300aaa8a19767b75,"default
privileged",technician,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,toor,435b41068e8665513a20070c033b08b9c66e4332,"default
privileged",toor,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,userid,41ae991308a4fc90e0d39520e1e9bf81c8029e8e,"default
privileged",userid,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,vt100,4c3abaee7fd2b2e5de43fd44ecafd69a39d32c3f,"default
privileged",vt100,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,websecadm,020a2df7f20282834094f79dc26798042be42ab9,"default
privileged",websecadm,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,wlseuser,7cc7ede037c18d63f1290bd6d07b8190aab95314,"default
privileged",wlseuser,,,,,,,,,,FALSE,,,,,
,"default
privileged",,,,wp,c77da256bcb78fe5b523000c6f95bec2563677d7,"default
privileged",wp,,,,,,,,,,FALSE,,,,,
