AircraftCondition,AssetNum,BilledOn,BoomOpA.FirstName,BoomOpA.LastName,BoomOpAEmployeeNum,BoomOpB.FirstName,BoomOpB.LastName,BoomOpBEmployeeNum,ClientRecordID,ClientType,Company,CompletedOn,CustomerCode,DeviceID,Driver.FirstName,Driver.LastName,DriverEmployeeNum,EditedByEmployeeNum,Flagged,FleetType,FlightNum,GHRGallons,GearOnly,GeoPosition.Lat,GeoPosition.Lon,IceTransactionGUID,IceTransactionGroupID,IceTransactionID,InspectionOnly,LastPostFailMessage,LastPostFailureOn,LicenseKey,Notes,Pad,PostFailCount,PostedOn,PostedToHost,PostedVia,PrecipCode,Slot,SourceAddress,StationID,SupercededByID,TactileCheck,TailNum,TeamLeadEmployeeNum,TrainingMode,Type1FreezePoint,Type1GallonsA,Type1GallonsB,Type1GallonsEnteredManually,Type1KFactor,Type1Percent,Type1Position1,Type1Position2,Type1Position3,Type1Position4,Type1PulseCount,Type1Start,Type1Stop,Type1Temp,Type4GallonsA,Type4GallonsB,Type4GallonsEnteredManually,Type4KFactor,Type4Position1,Type4Position2,Type4Position3,Type4Position4,Type4PulseCount,Type4Start,Type4Stop,WeatherCode,eventtype,host,index,linecount,punct,source,sourcetype,splunk_server,splunk_server_group,timestamp,_bkt,_cd,_eventtype_color,_indextime,_si,_sourcetype,_time
Frost,17,0,Twila,Rodriquez,2308,Lopez,Hubbard,208,395,Deicer,AviataSystems,1.58082E+12,United Airlines,5e5fedb6a5b71cb1991ba875,Bailey,Johnson,6793,9230,TRUE,A320,,228,FALSE,35.21385,-80.943044,b995d940-ed71-454b-aac2-093c41f2fa6f,282,5e5fedb64cd282c09b470831,FALSE,,0,61f43e81-e8a9-4bdc-9b24-6321b186d2a5,,3,0,1.58144E+12,kclt.aviatasystems,Network,,3,70.147.152.220,KCLT,0,FALSE,N123UW,2530,TRUE,3,254,297,FALSE,0.115385,39,TRUE,TRUE,FALSE,TRUE,796,1.58021E+12,1.58332E+12,180,80,77,FALSE,0.0173913,TRUE,FALSE,TRUE,TRUE,61,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,1.490277778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,16,0,Whitehead,Harrington,7965,Maggie,Stokes,9882,4606,Deicer,AviataSystems,1.57838E+12,United Airlines,5e5fedb6bb8047afced772fd,Heather,Koch,8901,3098,TRUE,A319,,17,TRUE,35.21383,-80.943027,ab164a3d-2f60-43dd-a3d9-d6fe00891677,424,5e5fedb6fa9a4825bc815a56,FALSE,,0,644dcc08-b2ee-49da-bec4-fcf32e35e116,,2,0,1.58299E+12,kclt.aviatasystems,Network,,0,70.147.152.220,KCLT,0,FALSE,N747UW,6393,TRUE,3,270,245,TRUE,0.115385,39,TRUE,TRUE,FALSE,FALSE,366,1.579E+12,1.5827E+12,180,281,227,TRUE,0.0173913,TRUE,FALSE,FALSE,TRUE,676,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,1.434027778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,12,0,Noemi,Fields,3318,Watkins,Durham,833,6766,Deicer,AviataSystems,1.58075E+12,American Airlines,5e5fedb6e6cd5144f3a5b9ff,Paulette,Shepard,9888,2821,TRUE,A320,,230,TRUE,35.21385,-80.943007,ddcb21da-1b61-4f1e-9437-391ecff1964a,235,5e5fedb66f5341675c4ce7a5,TRUE,,0,8880e9bf-f91c-4d88-ac50-9df93ae6d895,,0,0,1.58194E+12,kclt.aviatasystems,Network,,0,70.147.152.220,KCLT,0,TRUE,N123UW,8127,FALSE,3,256,267,FALSE,0.115385,39,TRUE,FALSE,FALSE,FALSE,561,1.57964E+12,1.57824E+12,180,170,147,FALSE,0.0173913,TRUE,TRUE,TRUE,FALSE,39,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,1.377777778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,19,0,Hodges,Strickland,3782,Cora,Williamson,2318,9821,Deicer,AviataSystems,1.58278E+12,Delta Airlines,5e5fedb6d46fa8425eea7e28,Mitzi,Phelps,2145,440,TRUE,A319,,285,TRUE,35.21384,-80.943054,f4a4cc72-fa2f-4b96-86b0-01b99cb42d8d,418,5e5fedb601735ddf229c1aa5,TRUE,,0,9bbbcb34-d2cf-4782-9f87-d90067bcfda5,,3,0,1.5783E+12,kclt.aviatasystems,Network,,2,70.147.152.220,KCLT,0,TRUE,N747UW,3219,FALSE,3,136,163,TRUE,0.115385,39,FALSE,FALSE,TRUE,FALSE,740,1.58145E+12,1.58141E+12,180,60,16,FALSE,0.0173913,FALSE,FALSE,TRUE,FALSE,233,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,1.321527778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,2,0,Randi,Olsen,2710,Rich,Blevins,5006,1356,Deicer,AviataSystems,1.58086E+12,Delta Airlines,5e5fedb614751e575e8d9e8c,Isabel,Porter,7548,2330,TRUE,A320,,273,FALSE,35.21388,-80.943041,c662a297-f5d2-410c-ad93-e6d0cb228926,5,5e5fedb64efc012aa90da208,FALSE,,0,d7c1fc8f-3279-49cb-a934-91c000208599,,3,0,1.58124E+12,kclt.aviatasystems,Network,,4,70.147.152.220,KCLT,0,TRUE,N123UW,5606,TRUE,3,177,132,FALSE,0.115385,39,TRUE,TRUE,TRUE,FALSE,471,1.58112E+12,1.57928E+12,180,11,3,FALSE,0.0173913,TRUE,TRUE,TRUE,TRUE,119,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,1.265277778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,8,0,Allison,Beasley,3491,Garza,Vinson,5856,1823,Deicer,AviataSystems,1.58198E+12,United Airlines,5e5fedb6988b8bee247a92fe,Booth,Blackburn,4493,3589,FALSE,A321,,245,FALSE,35.21382,-80.943043,9ea8b336-28f7-4b4f-aced-eeb29ea9ad91,102,5e5fedb66eb278c8f07fa768,TRUE,,0,4c21be8d-b6fe-403f-aa17-ed5ea243858b,,2,0,1.58256E+12,kclt.aviatasystems,Network,,0,70.147.152.220,KCLT,0,TRUE,N443UW,7598,FALSE,3,223,269,FALSE,0.115385,39,FALSE,TRUE,TRUE,FALSE,194,1.57872E+12,1.58134E+12,180,60,173,TRUE,0.0173913,TRUE,TRUE,TRUE,TRUE,633,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,1.209027778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,23,0,Parrish,Odonnell,7039,Murray,Hancock,7275,3241,Deicer,AviataSystems,1.57859E+12,Delta Airlines,5e5fedb694d903808cc189f1,Hannah,Dejesus,6373,1835,FALSE,A319,,269,FALSE,35.21388,-80.943038,d46a577f-3c93-4e56-b4d3-58b674355ac3,739,5e5fedb634e75f1776b3e84d,FALSE,,0,6d48c786-48cb-4e43-a438-e83d05b0a62c,,3,0,1.5806E+12,kclt.aviatasystems,Network,,0,70.147.152.220,KCLT,0,FALSE,N747UW,4116,FALSE,3,37,64,TRUE,0.115385,39,FALSE,FALSE,TRUE,FALSE,926,1.58313E+12,1.58133E+12,180,72,151,TRUE,0.0173913,TRUE,TRUE,FALSE,FALSE,18,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,1.152777778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,21,0,Judith,Coffey,1268,Hester,Holmes,8641,3599,Deicer,AviataSystems,1.57948E+12,American Airlines,5e5fedb607f1caf5abdeed24,Holman,Crawford,6538,4499,TRUE,A321,,63,FALSE,35.21382,-80.943047,b721399c-9ae9-4dc6-ad3b-96ffa5d3afa3,692,5e5fedb61c4e87a50736de3e,TRUE,,0,4347c8c1-4f01-4f42-9b07-516c6f8f0062,,2,0,1.58197E+12,kclt.aviatasystems,Network,,2,70.147.152.220,KCLT,0,FALSE,N443UW,1053,TRUE,3,125,252,FALSE,0.115385,39,TRUE,FALSE,FALSE,TRUE,779,1.58295E+12,1.58236E+12,180,286,27,TRUE,0.0173913,FALSE,TRUE,TRUE,FALSE,904,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,1.096527778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,10,0,Florence,Parker,1763,Bryant,Guthrie,5914,752,Deicer,AviataSystems,1.58282E+12,Delta Airlines,5e5fedb6c77699315a5a929b,Bradley,Grant,7679,134,TRUE,A319,,14,FALSE,35.21387,-80.943025,e1fa2546-5177-41b9-a1f5-eafbd599c18d,399,5e5fedb662a5c4fbc197a267,FALSE,,0,56821316-133c-48f4-9dc8-51837391fac9,,2,0,1.58006E+12,kclt.aviatasystems,Network,,3,70.147.152.220,KCLT,0,TRUE,N747UW,186,TRUE,3,288,109,TRUE,0.115385,39,TRUE,FALSE,FALSE,FALSE,157,1.58155E+12,1.57799E+12,180,206,31,FALSE,0.0173913,FALSE,FALSE,FALSE,TRUE,787,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,1.040277778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,30,0,West,Snow,1980,Lynn,Bailey,4678,7767,Deicer,AviataSystems,1.58102E+12,United Airlines,5e5fedb62500e0b77d6e04ce,Leona,Lowe,1925,3938,FALSE,A319,,275,TRUE,35.21388,-80.943015,585b422f-12a4-411b-a913-84145c162b87,664,5e5fedb60ade29d99a48a122,FALSE,,0,fc4574f1-b8c3-4933-aaba-51c4d8d96df6,,3,0,1.58068E+12,kclt.aviatasystems,Network,,0,70.147.152.220,KCLT,0,TRUE,N747UW,7091,FALSE,3,206,97,TRUE,0.115385,39,FALSE,FALSE,FALSE,TRUE,629,1.5813E+12,1.57993E+12,180,248,128,FALSE,0.0173913,FALSE,FALSE,FALSE,TRUE,442,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.984027778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,2,0,Imelda,Buchanan,6913,Marcia,Benson,9167,6141,Deicer,AviataSystems,1.57983E+12,American Airlines,5e5fedb6de4fd2b70e908603,Althea,Sloan,421,8381,FALSE,A321,,218,TRUE,35.21385,-80.943036,a87da0a3-7442-4246-a0e0-166315615880,318,5e5fedb654f59bd58ccdc878,TRUE,,0,d3c73cda-8ccd-4d7d-8648-38e778905e23,,2,0,1.58243E+12,kclt.aviatasystems,Network,,3,70.147.152.220,KCLT,0,TRUE,N443UW,1263,FALSE,3,212,105,FALSE,0.115385,39,TRUE,FALSE,FALSE,TRUE,141,1.58026E+12,1.58256E+12,180,219,72,FALSE,0.0173913,FALSE,FALSE,TRUE,FALSE,558,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.927777778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,28,0,Flossie,Lancaster,9182,Mary,Mayer,3449,2539,Deicer,AviataSystems,1.58104E+12,Delta Airlines,5e5fedb6eb5f4f2445b57447,Joy,Blair,9838,9,TRUE,A319,,141,FALSE,35.21381,-80.943038,477d48ff-c067-443c-91f9-20e83d15490f,534,5e5fedb6e24cfb554b2e912e,FALSE,,0,2f8c9429-4662-4245-859e-08aa8ad3e432,,2,0,1.57983E+12,kclt.aviatasystems,Network,,3,70.147.152.220,KCLT,0,FALSE,N747UW,9116,FALSE,3,282,52,TRUE,0.115385,39,TRUE,TRUE,TRUE,TRUE,363,1.57817E+12,1.58116E+12,180,136,131,FALSE,0.0173913,TRUE,FALSE,TRUE,TRUE,970,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.871527778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,8,0,Madeleine,Terry,9797,Caitlin,Howell,9152,5935,Deicer,AviataSystems,1.58211E+12,American Airlines,5e5fedb6331cc392c6ec2006,Pat,Shaffer,7833,8726,TRUE,A321,,39,FALSE,35.21388,-80.943008,0e5b27e2-fc4d-4e16-b66a-21b75f4407f7,114,5e5fedb6ccc7aec1078fedfd,FALSE,,0,1a4ac640-2388-4e9b-8188-90044197bb08,,3,0,1.58038E+12,kclt.aviatasystems,Network,,0,70.147.152.220,KCLT,0,TRUE,N443UW,9511,FALSE,3,40,300,TRUE,0.115385,39,FALSE,TRUE,FALSE,FALSE,86,1.58306E+12,1.58047E+12,180,222,223,TRUE,0.0173913,TRUE,FALSE,FALSE,FALSE,210,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.815277778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,13,0,Alison,Blake,4872,Page,Barron,2009,1069,Deicer,AviataSystems,1.57821E+12,American Airlines,5e5fedb6799bca17e58e87fd,Joseph,Simmons,9752,7892,FALSE,A321,,81,TRUE,35.21388,-80.943041,4790565a-9b7c-4dea-aeef-fbbe8c4effed,804,5e5fedb64dc853483ce85b6c,TRUE,,0,6688a5ce-b9d3-48c5-97ed-8e4b3820db95,,3,0,1.58056E+12,kclt.aviatasystems,Network,,0,70.147.152.220,KCLT,0,TRUE,N443UW,4114,FALSE,3,286,13,TRUE,0.115385,39,FALSE,FALSE,FALSE,TRUE,639,1.57822E+12,1.58175E+12,180,275,201,TRUE,0.0173913,FALSE,FALSE,FALSE,FALSE,593,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.759027778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,10,0,Andrews,Trevino,8753,Cathleen,Mccormick,3495,3498,Deicer,AviataSystems,1.578E+12,United Airlines,5e5fedb6d9d8fae399202107,Sanchez,Charles,8126,1369,FALSE,A321,,190,TRUE,35.21386,-80.943039,8a801892-7630-4899-83ca-f356892a6bf2,586,5e5fedb681749f823ad3c718,FALSE,,0,f84da18f-3792-40b8-8c57-dc232a378bf8,,3,0,1.58138E+12,kclt.aviatasystems,Network,,2,70.147.152.220,KCLT,0,TRUE,N443UW,5212,FALSE,3,36,294,FALSE,0.115385,39,FALSE,FALSE,TRUE,FALSE,774,1.582E+12,1.58187E+12,180,223,28,FALSE,0.0173913,TRUE,TRUE,FALSE,FALSE,649,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.702777778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,30,0,Olsen,Knox,6874,Bryan,Mack,4965,4799,Deicer,AviataSystems,1.58169E+12,Delta Airlines,5e5fedb6ed37ddc59bc9b958,Mccullough,Mclean,2579,1584,FALSE,A321,,111,TRUE,35.21382,-80.943031,91dd6935-a26c-4a60-a146-ecdef74cebdd,951,5e5fedb6692c742edaa40911,TRUE,,0,f6587276-5c0a-4b76-9dc8-eeb64a7217a8,,2,0,1.58149E+12,kclt.aviatasystems,Network,,2,70.147.152.220,KCLT,0,TRUE,N443UW,2683,FALSE,3,160,174,FALSE,0.115385,39,TRUE,FALSE,TRUE,TRUE,622,1.58054E+12,1.5786E+12,180,96,20,FALSE,0.0173913,FALSE,FALSE,TRUE,FALSE,569,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.646527778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,24,0,Justine,Huffman,4369,Elinor,Alvarado,3904,3014,Deicer,AviataSystems,1.58094E+12,United Airlines,5e5fedb69ee5dcfd1bbaef86,Vonda,Pugh,592,9893,TRUE,A320,,36,TRUE,35.21383,-80.943012,fd38fd4b-44c5-4697-8312-14d08a5f8ee6,290,5e5fedb6dbf19b2d98ecab64,TRUE,,0,dd22a2ed-7fba-41f3-9624-e4c8e33e88c5,,3,0,1.58318E+12,kclt.aviatasystems,Network,,3,70.147.152.220,KCLT,0,FALSE,N123UW,6516,TRUE,3,274,210,TRUE,0.115385,39,FALSE,FALSE,FALSE,FALSE,779,1.57938E+12,1.58272E+12,180,161,81,TRUE,0.0173913,FALSE,TRUE,FALSE,TRUE,375,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.590277778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,7,0,Ratliff,Sellers,5427,Elise,Peck,5018,6077,Deicer,AviataSystems,1.57868E+12,United Airlines,5e5fedb67dc7610b6f753302,Merrill,Chavez,2429,7771,FALSE,A319,,271,FALSE,35.21387,-80.943036,9caf5354-86e5-4dce-bd15-325fca1d3017,10,5e5fedb6d28701bcf3736b18,TRUE,,0,4aa0151c-ac5f-405b-b0a5-c142581eed08,,2,0,1.58257E+12,kclt.aviatasystems,Network,,2,70.147.152.220,KCLT,0,FALSE,N747UW,3366,FALSE,3,11,238,TRUE,0.115385,39,TRUE,TRUE,FALSE,FALSE,303,1.57929E+12,1.58091E+12,180,69,104,TRUE,0.0173913,TRUE,TRUE,TRUE,FALSE,194,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.534027778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,13,0,Brigitte,Mckenzie,376,Horton,Jordan,7013,9001,Deicer,AviataSystems,1.58117E+12,United Airlines,5e5fedb6d737a7aaf60436a5,Savannah,Underwood,7131,57,FALSE,A320,,199,TRUE,35.21388,-80.943054,2dd19f12-08ff-4850-ad79-532b66046430,473,5e5fedb68894aa00689dc57d,FALSE,,0,674cdc9c-3531-421d-81e2-a5afed051687,,0,0,1.57858E+12,kclt.aviatasystems,Network,,3,70.147.152.220,KCLT,0,TRUE,N123UW,3637,FALSE,3,229,61,TRUE,0.115385,39,TRUE,FALSE,TRUE,TRUE,850,1.57851E+12,1.58084E+12,180,28,269,TRUE,0.0173913,TRUE,FALSE,TRUE,TRUE,649,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.477777778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,16,0,Loraine,Bernard,4453,Wilkins,Henderson,7192,7441,Deicer,AviataSystems,1.58239E+12,Delta Airlines,5e5fedb68a33cc7d7649220a,Ray,Osborne,6612,7553,TRUE,A321,,181,FALSE,35.21388,-80.943006,97bead8f-11a5-47c8-a61d-d028706dd351,392,5e5fedb6064f651e0fbd14ed,TRUE,,0,8475a21a-1d37-4d7c-87ef-74741aa7d2f5,,0,0,1.58049E+12,kclt.aviatasystems,Network,,3,70.147.152.220,KCLT,0,TRUE,N443UW,5373,FALSE,3,16,124,FALSE,0.115385,39,FALSE,FALSE,FALSE,FALSE,742,1.57866E+12,1.5806E+12,180,298,180,FALSE,0.0173913,FALSE,TRUE,TRUE,FALSE,223,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.421527778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,29,0,Klein,Camacho,2712,Ford,Reed,8373,389,Deicer,AviataSystems,1.58209E+12,Delta Airlines,5e5fedb6edc9c12a47a71cbb,Suzette,Moses,8213,177,TRUE,A319,,79,TRUE,35.21383,-80.943044,b9a50ccc-b6bf-4424-9d74-f4888cc97ec6,213,5e5fedb68df7050ff83cb428,FALSE,,0,e20e212f-a118-4731-914a-f7728ee7ffd0,,0,0,1.57877E+12,kclt.aviatasystems,Network,,4,70.147.152.220,KCLT,0,FALSE,N747UW,5380,TRUE,3,41,246,TRUE,0.115385,39,TRUE,FALSE,TRUE,TRUE,728,1.57964E+12,1.58093E+12,180,296,232,TRUE,0.0173913,FALSE,TRUE,TRUE,TRUE,481,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.365277778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,29,0,Knapp,Lindsay,7154,Puckett,Richard,435,2957,Deicer,AviataSystems,1.58137E+12,United Airlines,5e5fedb601266f29fa80d7f7,Carey,Peters,2251,6447,FALSE,A321,,169,TRUE,35.21388,-80.943048,f08ce860-3055-4961-8ec4-c5fd4a0006ac,835,5e5fedb6910da1769c56e792,FALSE,,0,43c07731-46e7-4369-8376-8e31e334f6fa,,2,0,1.58153E+12,kclt.aviatasystems,Network,,2,70.147.152.220,KCLT,0,FALSE,N443UW,8578,TRUE,3,76,99,FALSE,0.115385,39,FALSE,FALSE,TRUE,FALSE,99,1.58064E+12,1.58283E+12,180,99,180,FALSE,0.0173913,FALSE,TRUE,FALSE,TRUE,209,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.309027778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,10,0,Bernadine,Decker,5146,Chase,Gilmore,9399,7247,Deicer,AviataSystems,1.5818E+12,United Airlines,5e5fedb688c4e7ffe8131aad,Eddie,Hunter,7723,7370,FALSE,A319,,70,TRUE,35.21385,-80.943002,03a33f2b-43b7-4661-831c-5efbfd4685b4,383,5e5fedb6a32e772e17a47fab,TRUE,,0,c64b9622-5eaf-4fde-bc4e-0114722a57d7,,0,0,1.58091E+12,kclt.aviatasystems,Network,,3,70.147.152.220,KCLT,0,FALSE,N747UW,7747,FALSE,3,284,213,FALSE,0.115385,39,TRUE,TRUE,FALSE,TRUE,454,1.58178E+12,1.57816E+12,180,174,251,TRUE,0.0173913,TRUE,FALSE,TRUE,FALSE,132,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.252777778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,6,0,Araceli,Ryan,3267,Esmeralda,Dickerson,5182,3358,Deicer,AviataSystems,1.581E+12,Delta Airlines,5e5fedb6a4491942cf5608aa,Solomon,Mcintyre,533,3437,FALSE,A319,,264,FALSE,35.21388,-80.943008,27b4b61d-e470-46de-b4e7-a130331f5703,909,5e5fedb67b1e3cc82fc69d09,TRUE,,0,013aed1c-6a47-4a91-9e98-e95691d05fcc,,3,0,1.58282E+12,kclt.aviatasystems,Network,,4,70.147.152.220,KCLT,0,TRUE,N747UW,3142,FALSE,3,158,296,TRUE,0.115385,39,TRUE,FALSE,TRUE,FALSE,408,1.57871E+12,1.58057E+12,180,123,95,TRUE,0.0173913,FALSE,FALSE,TRUE,FALSE,270,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.196527778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,18,0,Kari,Mccarthy,6535,Allison,Skinner,7312,3308,Deicer,AviataSystems,1.58269E+12,United Airlines,5e5fedb604861bcb9c361f00,Natasha,Wade,1323,6422,FALSE,A319,,255,TRUE,35.21385,-80.943014,826226f6-7ff3-4a60-ad2e-6d504e205989,211,5e5fedb61e29c5775e0ff857,TRUE,,0,baf6c84e-47ea-45c1-adbb-a28ecab1d250,,2,0,1.58291E+12,kclt.aviatasystems,Network,,3,70.147.152.220,KCLT,0,FALSE,N747UW,5171,TRUE,3,59,150,TRUE,0.115385,39,FALSE,FALSE,TRUE,FALSE,238,1.5789E+12,1.58114E+12,180,273,125,FALSE,0.0173913,TRUE,FALSE,TRUE,TRUE,206,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.140277778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
