"ACQUIRER_COUNTRY","ACQUIRER_CURRENCY","ACQUIRER_POST_DATE","ACTUAL_COMM_FEE","ACTUAL_TRAN_FEE",AMOUNT01,AMOUNT02,AMOUNT03,AMOUNT04,AMOUNT05,"APPROVE_CODE","AT_BRANCH","AVAIL_BAL","CARD_BANK","CARD_BRANCH","CARD_CITY","CARD_RETAIN_FLAG","CARD_TYPE","DATE_KEY","FOR_BRANCH","FROM_CHANNEL","FROM_SYSTEM","Fraud_Flag","Incident_Region","Incident_Town","LEDGER_BAL",Latitude,Longitude,"MESSAGE_TYPE","ORFT_ACCT_OWNER","ORFT_CARD_OWNER","ORFT_TERM_OWNER","PROCESS_DATE","PROCESS_TIME",PostCode,"PostCode_2","REQUEST_AMT",StreetName,"TELLER_ID","TELLER_NO","TERMINAL_ID","TERM_BANK","TERM_BRANCH","TERM_CITY","TERM_TYPE","THF_PROCESS_MODE","TLF_ACQUIRER_TRACE","TNX_ID","TRAN_SEQNO","TRAN_TIME","Transaction Date","Transaction Hour","UP_COUNTRY_FLAG","_raw","_time","customer_name",eventtype,"extracted_linecount",host,index,linecount,postcode,punct,source,sourcetype,"splunk_server","splunk_server_group",timestamp,"tnx_time"
764,764,"05-Dec-13",0,0,500,0,0,0,0,519002,700,0,25,459,0,0,10,"05/12/2013",459,EATM,EBS,1,"Greater London",Hammersmith,0,"51.492896","-0.2290796",210,0,0,0,"05-Dec-13",170401,"W6 0QF",0QF,500,"21 Kings Mall, King Street, Hammersmith",Z,1444,S1A1444R,25,700,10,30,0,273495,61661,6301,170401,"05/12/2013",17,0,"61661,764,764,05-Dec-13,0,0,500,0,0,0,0,519002,700,0,25,459,0,0,10,05/12/2013,459,EATM,EBS,Greater London,Hammersmith,0,51.492896,-0.2290796,210,0,0,0,05-Dec-13,170401,W6 0QF,0QF,500,""21 Kings Mall, King Street, Hammersmith"",Z,1444,S1A1444R,25,700,10,30,0,273495,6301,170401,05/12/2013,17,0,2013-12-05 17:04:01,Account Holder 26517,1,W6,1","2019-06-22T10:23:17.000+0000","Account Holder 26517",,1,"ch-od-38-atm-monitoring","atm_fraud",1,W6,",,,--,,,,,,,,,,,,,,,,//,,,,_,,,.,-.,,,,,--,,_,,,""_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-05 17:04:01"
764,764,"03-Dec-13",0,0,1000,0,0,"1715.13","1715.13",297122,700,0,25,13,0,0,77,"03/12/2013",13,EATM,EBS,1,"Greater London","Camden Town",0,"51.5224176","-0.1576377",210,0,0,0,"03-Dec-13",32131,"NW1 5RU",5RU,1000,"186 Baker Street",Z,1429,S1A1429R,25,700,10,30,0,288146,144041,608,32131,"03/12/2013",3,0,"144041,764,764,03-Dec-13,0,0,1000,0,0,1715.13,1715.13,297122,700,0,25,13,0,0,77,03/12/2013,13,EATM,EBS,Greater London,Camden Town,0,51.5224176,-0.1576377,210,0,0,0,03-Dec-13,32131,NW1 5RU,5RU,1000,186 Baker Street,Z,1429,S1A1429R,25,700,10,30,0,288146,608,32131,03/12/2013,3,0,2013-12-03 03:21:31,Account Holder 23297,1,NW1,1","2019-06-22T10:23:17.000+0000","Account Holder 23297",,1,"ch-od-38-atm-monitoring","atm_fraud",1,NW1,",,,--,,,,,,.,.,,,,,,,,,//,,,,_,_,,.,-.,,,,,--,,_,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-03 03:21:31"
764,764,"02-Dec-13",0,0,500,"21526.5","21526.5","55.37",0,0,700,"21526.5",25,700,0,0,,"02/12/2013",700,EATM,EBS,1,"Greater London","Camden Town","21526.5","51.5224176","-0.1576377",210,0,0,1,"02-Dec-13",90434,"NW1 5RU",5RU,500,"186 Baker Street",Z,1429,S1A1429R,25,700,10,30,0,935458,183457,301,90434,"02/12/2013",9,0,"183457,764,764,02-Dec-13,0,0,500,21526.5,21526.5,55.37,0,0,700,21526.5,25,700,0,0,,02/12/2013,700,EATM,EBS,Greater London,Camden Town,21526.5,51.5224176,-0.1576377,210,0,0,1,02-Dec-13,90434,NW1 5RU,5RU,500,186 Baker Street,Z,1429,S1A1429R,25,700,10,30,0,935458,301,90434,02/12/2013,9,0,2013-12-02 09:04:34,,1,NW1,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,NW1,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,_,_,.,.,-.,,,,,--,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-02 09:04:34"
764,764,"02-Dec-13",0,0,75000,"45230.91","45230.91","76570.63","76570.63",610250,700,"45230.91",25,424,0,0,73,"02/12/2013",424,EATM,EBS,1,"Greater London","Camden Town","45230.91","51.5224176","-0.1576377",210,0,0,0,"02-Dec-13",81606,"NW1 5RU",5RU,75000,"186 Baker Street",Z,1429,S1A1429R,25,700,10,30,0,918476,185082,288,81606,"02/12/2013",8,0,"185082,764,764,02-Dec-13,0,0,75000,45230.91,45230.91,76570.63,76570.63,610250,700,45230.91,25,424,0,0,73,02/12/2013,424,EATM,EBS,Greater London,Camden Town,45230.91,51.5224176,-0.1576377,210,0,0,0,02-Dec-13,81606,NW1 5RU,5RU,75000,186 Baker Street,Z,1429,S1A1429R,25,700,10,30,0,918476,288,81606,02/12/2013,8,0,2013-12-02 08:16:06,Account Holder 58687,1,NW1,1","2019-06-22T10:23:17.000+0000","Account Holder 58687",,1,"ch-od-38-atm-monitoring","atm_fraud",1,NW1,",,,--,,,,.,.,.,.,,,.,,,,,,//,,,,_,_,.,.,-.,,,,,--,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-02 08:16:06"
764,764,"06-Dec-13",0,0,400,"9442.75","9442.75",0,0,404078,700,"9442.75",25,418,0,0,41,"06/12/2013",418,EATM,EBS,1,Westminster,,"9442.75","51.5123556","-0.1447347",210,0,0,0,"06-Dec-13",174004,"W1S 1EA",1EA,400,"129 New Bond Street",Z,1290,S1A1290R,25,700,11,30,0,606126,41133,8401,174003,"06/12/2013",17,0,"41133,764,764,06-Dec-13,0,0,400,9442.75,9442.75,0,0,404078,700,9442.75,25,418,0,0,41,06/12/2013,418,EATM,EBS,Westminster,,9442.75,51.5123556,-0.1447347,210,0,0,0,06-Dec-13,174004,W1S 1EA,1EA,400,129 New Bond Street,Z,1290,S1A1290R,25,700,11,30,0,606126,8401,174003,06/12/2013,17,0,2013-12-06 17:40:04,Account Holder 16706,1,W1S,1","2019-06-22T10:23:17.000+0000","Account Holder 16706",,1,"ch-od-38-atm-monitoring","atm_fraud",1,W1S,",,,--,,,,.,.,,,,,.,,,,,,//,,,,,,.,.,-.,,,,,--,,_,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-06 17:40:04"
764,764,"06-Dec-13",0,0,9000,"10475.07","10475.07",0,0,395014,700,"10475.07",25,333,0,0,73,"06/12/2013",333,EATM,EBS,1,Westminster,,"10475.07","51.5123556","-0.1447347",210,0,0,0,"06-Dec-13",172421,"W1S 1EA",1EA,9000,"129 New Bond Street",Z,1290,S1A1290R,25,700,11,30,0,597896,41686,8385,172421,"06/12/2013",17,0,"41686,764,764,06-Dec-13,0,0,9000,10475.07,10475.07,0,0,395014,700,10475.07,25,333,0,0,73,06/12/2013,333,EATM,EBS,Westminster,,10475.07,51.5123556,-0.1447347,210,0,0,0,06-Dec-13,172421,W1S 1EA,1EA,9000,129 New Bond Street,Z,1290,S1A1290R,25,700,11,30,0,597896,8385,172421,06/12/2013,17,0,2013-12-06 17:24:21,Account Holder 15199,1,W1S,1","2019-06-22T10:23:17.000+0000","Account Holder 15199",,1,"ch-od-38-atm-monitoring","atm_fraud",1,W1S,",,,--,,,,.,.,,,,,.,,,,,,//,,,,,,.,.,-.,,,,,--,,_,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-06 17:24:21"
764,764,"01-Dec-13",0,0,2000,1200,1200,"0.06",0,0,494,1200,25,700,0,0,,"01/12/2013",700,EATM,EBS,1,Westminster,,1200,"51.4960017","-0.1425876",210,0,0,0,"01-Dec-13",180434,"SW1V 1EJ",1EJ,2000,"333 Vauxhall Bridge Road, Belgravia",Z,1287,S1A1287R,25,494,10,30,0,810808,194406,8710,180433,"01/12/2013",18,0,"194406,764,764,01-Dec-13,0,0,2000,1200,1200,0.06,0,0,494,1200,25,700,0,0,,01/12/2013,700,EATM,EBS,Westminster,,1200,51.4960017,-0.1425876,210,0,0,0,01-Dec-13,180434,SW1V 1EJ,1EJ,2000,""333 Vauxhall Bridge Road, Belgravia"",Z,1287,S1A1287R,25,494,10,30,0,810808,8710,180433,01/12/2013,18,0,2013-12-01 18:04:34,,1,SW1V,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,SW1V,",,,--,,,,,,.,,,,,,,,,,//,,,,,,,.,-.,,,,,--,,_,,,""_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-01 18:04:34"
764,764,"11-Dec-13",0,0,0,"2309.84","2309.84","6.31",0,0,700,"2309.84",25,348,0,0,10,"11/12/2013",348,EATM,EBS,1,"City of London",,"2309.84","51.5137482","-0.0844692",710,0,0,0,"11-Dec-13",112458,"EC2N 3AQ",3AQ,0,"1 Bishopsgate",Z,1280,S1A1280R,25,700,10,30,0,824374,19683,569,112457,"11/12/2013",11,0,"19683,764,764,11-Dec-13,0,0,0,2309.84,2309.84,6.31,0,0,700,2309.84,25,348,0,0,10,11/12/2013,348,EATM,EBS,City of London,,2309.84,51.5137482,-0.0844692,710,0,0,0,11-Dec-13,112458,EC2N 3AQ,3AQ,0,1 Bishopsgate,Z,1280,S1A1280R,25,700,10,30,0,824374,569,112457,11/12/2013,11,0,2013-12-11 11:24:58,Account Holder 4533,1,EC2N,1","2019-06-22T10:23:17.000+0000","Account Holder 4533",,1,"ch-od-38-atm-monitoring","atm_fraud",1,EC2N,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,__,,.,.,-.,,,,,--,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 11:24:58"
764,764,"11-Dec-13",0,0,5500,"180.3","30.3","12.93",0,0,700,"30.3",25,700,0,0,,"11/12/2013",700,EATM,EBS,1,"City of London",,"180.3","51.5137482","-0.0844692",210,0,0,1,"11-Dec-13",110102,"EC2N 3AQ",3AQ,5500,"1 Bishopsgate",Z,1280,S1A1280R,25,700,10,30,0,816897,20393,554,110101,"11/12/2013",11,0,"20393,764,764,11-Dec-13,0,0,5500,180.3,30.3,12.93,0,0,700,30.3,25,700,0,0,,11/12/2013,700,EATM,EBS,City of London,,180.3,51.5137482,-0.0844692,210,0,0,1,11-Dec-13,110102,EC2N 3AQ,3AQ,5500,1 Bishopsgate,Z,1280,S1A1280R,25,700,10,30,0,816897,554,110101,11/12/2013,11,0,2013-12-11 11:01:02,,1,EC2N,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,EC2N,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,__,,.,.,-.,,,,,--,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 11:01:02"
764,764,"11-Dec-13",0,0,0,"180.3","30.3","12.93",0,0,700,"30.3",25,700,0,0,,"11/12/2013",700,EATM,EBS,1,"City of London",,"180.3","51.5137482","-0.0844692",110,0,0,0,"11-Dec-13",105818,"EC2N 3AQ",3AQ,0,"1 Bishopsgate",Z,1280,S1A1280R,25,700,10,30,0,816084,20464,552,105817,"11/12/2013",10,0,"20464,764,764,11-Dec-13,0,0,0,180.3,30.3,12.93,0,0,700,30.3,25,700,0,0,,11/12/2013,700,EATM,EBS,City of London,,180.3,51.5137482,-0.0844692,110,0,0,0,11-Dec-13,105818,EC2N 3AQ,3AQ,0,1 Bishopsgate,Z,1280,S1A1280R,25,700,10,30,0,816084,552,105817,11/12/2013,10,0,2013-12-11 10:58:18,,1,EC2N,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,EC2N,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,__,,.,.,-.,,,,,--,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 10:58:18"
764,764,"11-Dec-13",0,0,0,0,0,0,0,0,700,0,25,700,0,0,,"11/12/2013",700,EATM,EBS,1,"City of London",,0,"51.5129186","-0.0919702",110,0,0,0,"11-Dec-13",184050,"EC4N 4TR",4TR,0,"60 Queen Victoria Street",Z,1279,S1A1279R,25,700,10,30,0,981320,4671,6906,184049,"11/12/2013",18,0,"4671,764,764,11-Dec-13,0,0,0,0,0,0,0,0,700,0,25,700,0,0,,11/12/2013,700,EATM,EBS,City of London,,0,51.5129186,-0.0919702,110,0,0,0,11-Dec-13,184050,EC4N 4TR,4TR,0,60 Queen Victoria Street,Z,1279,S1A1279R,25,700,10,30,0,981320,6906,184049,11/12/2013,18,0,2013-12-11 18:40:50,,1,EC4N,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,EC4N,",,,--,,,,,,,,,,,,,,,,//,,,,__,,,.,-.,,,,,--,,_,,,_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 18:40:50"
764,764,"11-Dec-13",0,0,1000,0,0,"1045.66","1045.66",749303,700,0,25,333,0,0,10,"11/12/2013",333,EATM,EBS,1,"City of London",,0,"51.5129186","-0.0919702",210,0,0,0,"11-Dec-13",182151,"EC4N 4TR",4TR,1000,"60 Queen Victoria Street",Z,1279,S1A1279R,25,700,10,30,0,973929,5309,6905,182151,"11/12/2013",18,0,"5309,764,764,11-Dec-13,0,0,1000,0,0,1045.66,1045.66,749303,700,0,25,333,0,0,10,11/12/2013,333,EATM,EBS,City of London,,0,51.5129186,-0.0919702,210,0,0,0,11-Dec-13,182151,EC4N 4TR,4TR,1000,60 Queen Victoria Street,Z,1279,S1A1279R,25,700,10,30,0,973929,6905,182151,11/12/2013,18,0,2013-12-11 18:21:51,Amelia Taylor,1,EC4N,1","2019-06-22T10:23:17.000+0000","Amelia Taylor",,1,"ch-od-38-atm-monitoring","atm_fraud",1,EC4N,",,,--,,,,,,.,.,,,,,,,,,//,,,,__,,,.,-.,,,,,--,,_,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 18:21:51"
764,764,"11-Dec-13",0,0,1000,"45.66","45.66","23.18",0,0,700,"45.66",25,333,0,0,10,"11/12/2013",333,EATM,EBS,1,"City of London",,"45.66","51.5129186","-0.0919702",210,0,0,0,"11-Dec-13",182146,"EC4N 4TR",4TR,1000,"60 Queen Victoria Street",Z,1279,S1A1279R,25,700,10,30,0,973881,5316,6904,182145,"11/12/2013",18,0,"5316,764,764,11-Dec-13,0,0,1000,45.66,45.66,23.18,0,0,700,45.66,25,333,0,0,10,11/12/2013,333,EATM,EBS,City of London,,45.66,51.5129186,-0.0919702,210,0,0,0,11-Dec-13,182146,EC4N 4TR,4TR,1000,60 Queen Victoria Street,Z,1279,S1A1279R,25,700,10,30,0,973881,6904,182145,11/12/2013,18,0,2013-12-11 18:21:46,Amelia Taylor,1,EC4N,1","2019-06-22T10:23:17.000+0000","Amelia Taylor",,1,"ch-od-38-atm-monitoring","atm_fraud",1,EC4N,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,__,,.,.,-.,,,,,--,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 18:21:46"
764,764,"11-Dec-13",0,0,0,"102080.09","102080.09","96.35",0,0,700,"102080.09",25,700,0,0,,"11/12/2013",700,EATM,EBS,1,"City of London",,"102080.09","51.5129186","-0.0919702",110,0,0,0,"11-Dec-13",103437,"EC4N 4TR",4TR,0,"60 Queen Victoria Street",Z,1279,S1A1279R,25,700,10,30,0,809038,21074,6902,103437,"11/12/2013",10,0,"21074,764,764,11-Dec-13,0,0,0,102080.09,102080.09,96.35,0,0,700,102080.09,25,700,0,0,,11/12/2013,700,EATM,EBS,City of London,,102080.09,51.5129186,-0.0919702,110,0,0,0,11-Dec-13,103437,EC4N 4TR,4TR,0,60 Queen Victoria Street,Z,1279,S1A1279R,25,700,10,30,0,809038,6902,103437,11/12/2013,10,0,2013-12-11 10:34:37,,1,EC4N,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,EC4N,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,__,,.,.,-.,,,,,--,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 10:34:37"
764,764,"11-Dec-13",0,0,0,0,0,0,0,0,700,0,25,700,0,0,,"11/12/2013",700,EATM,EBS,1,"City of London",,0,"51.5129186","-0.0919702",110,0,0,0,"11-Dec-13",103403,"EC4N 4TR",4TR,0,"60 Queen Victoria Street",Z,1279,S1A1279R,25,700,10,30,0,808853,21091,6901,103402,"11/12/2013",10,0,"21091,764,764,11-Dec-13,0,0,0,0,0,0,0,0,700,0,25,700,0,0,,11/12/2013,700,EATM,EBS,City of London,,0,51.5129186,-0.0919702,110,0,0,0,11-Dec-13,103403,EC4N 4TR,4TR,0,60 Queen Victoria Street,Z,1279,S1A1279R,25,700,10,30,0,808853,6901,103402,11/12/2013,10,0,2013-12-11 10:34:03,,1,EC4N,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,EC4N,",,,--,,,,,,,,,,,,,,,,//,,,,__,,,.,-.,,,,,--,,_,,,_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 10:34:03"
764,764,"11-Dec-13",0,0,6300,0,0,"6376.02","6376.02",462352,700,0,25,299,0,0,55,"11/12/2013",299,EATM,EBS,1,"City of London",,0,"51.5129186","-0.0919702",210,0,0,0,"11-Dec-13",102331,"EC4N 4TR",4TR,6300,"60 Queen Victoria Street",Z,1279,S1A1279R,25,700,10,30,0,805782,21414,6900,102331,"11/12/2013",10,0,"21414,764,764,11-Dec-13,0,0,6300,0,0,6376.02,6376.02,462352,700,0,25,299,0,0,55,11/12/2013,299,EATM,EBS,City of London,,0,51.5129186,-0.0919702,210,0,0,0,11-Dec-13,102331,EC4N 4TR,4TR,6300,60 Queen Victoria Street,Z,1279,S1A1279R,25,700,10,30,0,805782,6900,102331,11/12/2013,10,0,2013-12-11 10:23:31,Account Holder 3188,1,EC4N,1","2019-06-22T10:23:17.000+0000","Account Holder 3188",,1,"ch-od-38-atm-monitoring","atm_fraud",1,EC4N,",,,--,,,,,,.,.,,,,,,,,,//,,,,__,,,.,-.,,,,,--,,_,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 10:23:31"
764,764,"11-Dec-13",0,0,6300,"76.02","76.02","0.64",0,0,700,"76.02",25,299,0,0,55,"11/12/2013",299,EATM,EBS,1,"City of London",,"76.02","51.5129186","-0.0919702",210,0,0,0,"11-Dec-13",102327,"EC4N 4TR",4TR,6300,"60 Queen Victoria Street",Z,1279,S1A1279R,25,700,10,30,0,805761,21417,6899,102326,"11/12/2013",10,0,"21417,764,764,11-Dec-13,0,0,6300,76.02,76.02,0.64,0,0,700,76.02,25,299,0,0,55,11/12/2013,299,EATM,EBS,City of London,,76.02,51.5129186,-0.0919702,210,0,0,0,11-Dec-13,102327,EC4N 4TR,4TR,6300,60 Queen Victoria Street,Z,1279,S1A1279R,25,700,10,30,0,805761,6899,102326,11/12/2013,10,0,2013-12-11 10:23:27,Account Holder 3188,1,EC4N,1","2019-06-22T10:23:17.000+0000","Account Holder 3188",,1,"ch-od-38-atm-monitoring","atm_fraud",1,EC4N,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,__,,.,.,-.,,,,,--,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 10:23:27"
764,764,"11-Dec-13",0,0,0,"76.02","76.02","0.64",0,0,700,"76.02",25,299,0,0,55,"11/12/2013",299,EATM,EBS,1,"City of London",,"76.02","51.5129186","-0.0919702",110,0,0,0,"11-Dec-13",102252,"EC4N 4TR",4TR,0,"60 Queen Victoria Street",Z,1279,S1A1279R,25,700,10,30,0,805598,21427,6898,102252,"11/12/2013",10,0,"21427,764,764,11-Dec-13,0,0,0,76.02,76.02,0.64,0,0,700,76.02,25,299,0,0,55,11/12/2013,299,EATM,EBS,City of London,,76.02,51.5129186,-0.0919702,110,0,0,0,11-Dec-13,102252,EC4N 4TR,4TR,0,60 Queen Victoria Street,Z,1279,S1A1279R,25,700,10,30,0,805598,6898,102252,11/12/2013,10,0,2013-12-11 10:22:52,Account Holder 3188,1,EC4N,1","2019-06-22T10:23:17.000+0000","Account Holder 3188",,1,"ch-od-38-atm-monitoring","atm_fraud",1,EC4N,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,__,,.,.,-.,,,,,--,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 10:22:52"
764,764,"11-Dec-13",0,0,0,"76.02","76.02","0.64",0,0,700,"76.02",25,299,0,0,55,"11/12/2013",299,EATM,EBS,1,"City of London",,"76.02","51.5129186","-0.0919702",110,0,0,0,"11-Dec-13",102131,"EC4N 4TR",4TR,0,"60 Queen Victoria Street",Z,1279,S1A1279R,25,700,10,30,0,805189,21470,6897,102130,"11/12/2013",10,0,"21470,764,764,11-Dec-13,0,0,0,76.02,76.02,0.64,0,0,700,76.02,25,299,0,0,55,11/12/2013,299,EATM,EBS,City of London,,76.02,51.5129186,-0.0919702,110,0,0,0,11-Dec-13,102131,EC4N 4TR,4TR,0,60 Queen Victoria Street,Z,1279,S1A1279R,25,700,10,30,0,805189,6897,102130,11/12/2013,10,0,2013-12-11 10:21:31,Account Holder 3188,1,EC4N,1","2019-06-22T10:23:17.000+0000","Account Holder 3188",,1,"ch-od-38-atm-monitoring","atm_fraud",1,EC4N,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,__,,.,.,-.,,,,,--,,","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-11 10:21:31"
764,764,"02-Dec-13",0,0,0,"188.84","188.84",0,0,0,700,"188.84",25,333,0,0,10,"02/12/2013",333,EATM,EBS,1,"City of London",,"188.84","51.5129186","-0.0919702",110,0,0,0,"02-Dec-13",74938,"EC4N 4TR",4TR,0,"60 Queen Victoria Street",Z,1279,S1A1279R,25,700,10,30,0,909336,185897,2931,74938,"02/12/2013",7,0,"185897,764,764,02-Dec-13,0,0,0,188.84,188.84,0,0,0,700,188.84,25,333,0,0,10,02/12/2013,333,EATM,EBS,City of London,,188.84,51.5129186,-0.0919702,110,0,0,0,02-Dec-13,74938,EC4N 4TR,4TR,0,60 Queen Victoria Street,Z,1279,S1A1279R,25,700,10,30,0,909336,2931,74938,02/12/2013,7,0,2013-12-02 07:49:38,Account Holder 62342,1,EC4N,1","2019-06-22T10:23:17.000+0000","Account Holder 62342",,1,"ch-od-38-atm-monitoring","atm_fraud",1,EC4N,",,,--,,,,.,.,,,,,.,,,,,,//,,,,__,,.,.,-.,,,,,--,,_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-02 07:49:38"
764,764,"06-Dec-13",0,0,1000,0,0,"1442.7","1442.7",502953,700,0,25,531,0,0,55,"06/12/2013",531,EATM,EBS,1,Westminster,,0,"51.5083925","-0.1263722",210,0,0,2,"06-Dec-13",202417,"WC2R 0RH",0RH,1000,"455 Strand",Z,1275,S1A1275R,25,700,10,30,0,668358,37717,2922,202417,"06/12/2013",20,0,"37717,764,764,06-Dec-13,0,0,1000,0,0,1442.7,1442.7,502953,700,0,25,531,0,0,55,06/12/2013,531,EATM,EBS,Westminster,,0,51.5083925,-0.1263722,210,0,0,2,06-Dec-13,202417,WC2R 0RH,0RH,1000,455 Strand,Z,1275,S1A1275R,25,700,10,30,0,668358,2922,202417,06/12/2013,20,0,2013-12-06 20:24:17,Account Holder 16424,1,WC2R,1","2019-06-22T10:23:17.000+0000","Account Holder 16424",,1,"ch-od-38-atm-monitoring","atm_fraud",1,WC2R,",,,--,,,,,,.,.,,,,,,,,,//,,,,,,,.,-.,,,,,--,,_,,,_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-06 20:24:17"
764,764,"03-Dec-13",0,0,1000,"32504.33","32504.33","64.11",0,0,62,"32504.33",25,62,0,0,73,"03/12/2013",62,EATM,EBS,1,"Greater London",Kensington,"32504.33","51.5092252","-0.1946816",210,0,0,0,"03-Dec-13",193930,"W11 3JJ",3JJ,1000,"25 Notting Hill Gate",Z,1274,S1A1274R,25,62,13,30,0,635290,111966,920,193930,"03/12/2013",19,0,"111966,764,764,03-Dec-13,0,0,1000,32504.33,32504.33,64.11,0,0,62,32504.33,25,62,0,0,73,03/12/2013,62,EATM,EBS,Greater London,Kensington,32504.33,51.5092252,-0.1946816,210,0,0,0,03-Dec-13,193930,W11 3JJ,3JJ,1000,25 Notting Hill Gate,Z,1274,S1A1274R,25,62,13,30,0,635290,920,193930,03/12/2013,19,0,2013-12-03 19:39:30,Account Holder 24566,1,W11,1","2019-06-22T10:23:17.000+0000","Account Holder 24566",,1,"ch-od-38-atm-monitoring","atm_fraud",1,W11,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,_,,.,.,-.,,,,,--,,_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-03 19:39:30"
764,764,"03-Dec-13",0,0,0,"8840.9","8840.9","9.74",0,0,62,"8840.9",25,700,34,0,,"03/12/2013",700,EATM,EBS,1,"Greater London",Kensington,"8840.9","51.5092252","-0.1946816",110,0,0,0,"03-Dec-13",170906,"W11 3JJ",3JJ,0,"25 Notting Hill Gate",Z,1274,S1A1274R,25,62,13,30,0,559047,119576,675,170906,"03/12/2013",17,0,"119576,764,764,03-Dec-13,0,0,0,8840.9,8840.9,9.74,0,0,62,8840.9,25,700,34,0,,03/12/2013,700,EATM,EBS,Greater London,Kensington,8840.9,51.5092252,-0.1946816,110,0,0,0,03-Dec-13,170906,W11 3JJ,3JJ,0,25 Notting Hill Gate,Z,1274,S1A1274R,25,62,13,30,0,559047,675,170906,03/12/2013,17,0,2013-12-03 17:09:06,,1,W11,1","2019-06-22T10:23:17.000+0000",,,1,"ch-od-38-atm-monitoring","atm_fraud",1,W11,",,,--,,,,.,.,.,,,,.,,,,,,//,,,,_,,.,.,-.,,,,,--,,_","ATM_Fraud_Transactions.csv",csv,"ch-od-38-atm-monitoring",,none,"2013-12-03 17:09:06"
