Employee_Code,user,Email,Location,Mailbox,Department,AssignedRegion
300,SplunkTel\sebastian,sebastian@splunktel.com,PLANO,exch-mbx-pla-00,Marketing,Texas
301,SplunkTel\shannon,shannon@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Sales,California
302,SplunkTel\shaun,shaun@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Sales,California
303,SplunkTel\shayne,shayne@splunktel.com,DENVER,exch-mbx-den-01,Sales,Colorado
304,SplunkTel\sheldon,sheldon@splunktel.com,DENVER,exch-mbx-den-00,Sales,Colorado
305,SplunkTel\sidney,sidney@splunktel.com,CUPERTINO,exch-mbx-cup-00,Sales,California
306,SplunkTel\simon,simon@splunktel.com,PLANO,exch-mbx-pla-00,Sales,Texas
307,SplunkTel\stacy,stacy@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Sales,California
308,SplunkTel\stefan,stefan@splunktel.com,CUPERTINO,exch-mbx-cup-00,Sales,California
309,SplunkTel\stephan,stephan@splunktel.com,PLANO,exch-mbx-pla-01,Sales,Texas
310,SplunkTel\steven,steven@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
311,SplunkTel\stuart,stuart@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
312,SplunkTel\terrence,terrence@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
313,SplunkTel\terry,terry@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
314,SplunkTel\thad,thad@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
315,SplunkTel\thomas,thomas@splunktel.com,PLANO,exch-mbx-pla-00,Marketing,Texas
316,SplunkTel\tim,tim@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
317,SplunkTel\tom,tom@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
318,SplunkTel\tony,tony@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
319,SplunkTel\tracy,tracy@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
320,SplunkTel\travis,travis@splunktel.com,DENVER,exch-mbx-den-01,Engineering,Colorado
321,SplunkTel\trent,trent@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
322,SplunkTel\trevor,trevor@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
323,SplunkTel\tristan,tristan@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
324,SplunkTel\tyler,tyler@splunktel.com,CUPERTINO,exch-mbx-cup-00,Engineering,California
325,SplunkTel\tyrone,tyrone@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Engineering,California
326,SplunkTel\vance,vance@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
327,SplunkTel\vaughn,vaughn@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
328,SplunkTel\vernon,vernon@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
329,SplunkTel\vincent,vincent@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
330,SplunkTel\wade,wade@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
331,SplunkTel\warren,warren@splunktel.com,CUPERTINO,exch-mbx-cup-01,Engineering,California
332,SplunkTel\wayne,wayne@splunktel.com,SAN_FRANCISCO,exch-mbx-san-01,Engineering,California
333,SplunkTel\wesley,wesley@splunktel.com,DENVER,exch-mbx-den-00,Engineering,Colorado
334,SplunkTel\whitney,whitney@splunktel.com,PLANO,exch-mbx-pla-00,Engineering,Texas
335,SplunkTel\will,will@splunktel.com,PLANO,exch-mbx-pla-01,Marketing,Texas
336,SplunkTel\wilson,wilson@splunktel.com,CUPERTINO,exch-mbx-cup-00,Executive Office,California
337,SplunkTel\winston,winston@splunktel.com,DENVER,exch-mbx-den-01,Executive Office,Colorado
338,SplunkTel\wyatt,wyatt@splunktel.com,DENVER,exch-mbx-den-00,Executive Office,Colorado
339,SplunkTel\xavier,xavier@splunktel.com,SAN_FRANCISCO,exch-mbx-san-00,Executive Office,California
340,SplunkTel\zachary,zachary@splunktel.com,CUPERTINO,exch-mbx-cup-00,Executive Office,California
341,SplunkTel\zane,zane@splunktel.com,DENVER,exch-mbx-den-01,Marketing,Colorado
